sigma,theta,kai,inv_zeta,mu,phi_o_y,gamma_w,ksi_w,gamma_p,ksi_p,phi_r,phi_pi,phi_y,z_star_bar,psi_bar,eta,n_k,mu_E,r_E_bar,rho_b,rho_g,rho_w,rho_p,rho_r,rho_nu,rho_z,rho_psi,rho_i,rho_efp,rho_nw,sigma_b,sigma_g,sigma_w,sigma_p,sigma_r,sigma_nu,sigma_z,sigma_psi,sigma_i,sigma_efp,sigma_nw
1.237141,0.338718,3.812729,0.582758,1.123864,0.302922,0.317153,0.402351,0.637693,0.508204,0.544437,1.861187,0.083714,0.335139,0.417443,0.000000,0.000000,0.000000,0.000000,0.873617,0.885923,0.219068,0.986504,0.338085,0.859963,0.050013,0.118410,0.902942,0.000000,0.000000,1.619892,1.013329,0.814240,0.493602,0.474983,0.531651,1.563517,0.561304,1.774847,0.000000,0.000000
1.227954,0.340295,3.798668,0.581609,1.137310,0.296226,0.314603,0.394596,0.625444,0.508391,0.541973,1.842422,0.085275,0.337374,0.425030,0.000000,0.000000,0.000000,0.000000,0.876492,0.893623,0.220109,0.978444,0.334424,0.852022,0.050273,0.118705,0.907694,0.000000,0.000000,1.613821,1.028626,0.806683,0.493896,0.472979,0.526516,1.553534,0.576509,1.799272,0.000000,0.000000
1.227868,0.338942,3.853024,0.584118,1.143139,0.300054,0.303725,0.395534,0.626239,0.508442,0.536421,1.841834,0.085757,0.336658,0.432432,0.000000,0.000000,0.000000,0.000000,0.881377,0.900193,0.216817,0.980591,0.329964,0.844988,0.050178,0.119140,0.900643,0.000000,0.000000,1.623927,1.042506,0.797793,0.502315,0.475657,0.526880,1.533591,0.577276,1.813226,0.000000,0.000000
1.225782,0.340892,3.831356,0.577923,1.125259,0.299141,0.308796,0.393355,0.617871,0.510737,0.540064,1.864242,0.085170,0.336036,0.435373,0.000000,0.000000,0.000000,0.000000,0.870798,0.888641,0.219539,0.985550,0.330527,0.840008,0.050169,0.120746,0.882201,0.000000,0.000000,1.663960,1.025404,0.796022,0.501086,0.480439,0.528909,1.514175,0.585612,1.806351,0.000000,0.000000
1.236304,0.349234,3.886410,0.575763,1.132027,0.298847,0.311064,0.393418,0.619882,0.508644,0.538656,1.849604,0.084593,0.340158,0.433379,0.000000,0.000000,0.000000,0.000000,0.875531,0.883130,0.218415,0.981746,0.333046,0.840972,0.049721,0.120973,0.892939,0.000000,0.000000,1.652476,1.025120,0.784453,0.501298,0.484633,0.524809,1.502464,0.584390,1.813194,0.000000,0.000000
1.236304,0.349234,3.886410,0.575763,1.132027,0.298847,0.311064,0.393418,0.619882,0.508644,0.538656,1.849604,0.084593,0.340158,0.433379,0.000000,0.000000,0.000000,0.000000,0.875531,0.883130,0.218415,0.981746,0.333046,0.840972,0.049721,0.120973,0.892939,0.000000,0.000000,1.652476,1.025120,0.784453,0.501298,0.484633,0.524809,1.502464,0.584390,1.813194,0.000000,0.000000
1.236304,0.349234,3.886410,0.575763,1.132027,0.298847,0.311064,0.393418,0.619882,0.508644,0.538656,1.849604,0.084593,0.340158,0.433379,0.000000,0.000000,0.000000,0.000000,0.875531,0.883130,0.218415,0.981746,0.333046,0.840972,0.049721,0.120973,0.892939,0.000000,0.000000,1.652476,1.025120,0.784453,0.501298,0.484633,0.524809,1.502464,0.584390,1.813194,0.000000,0.000000
1.240651,0.349211,3.932971,0.577695,1.137877,0.298737,0.303067,0.397420,0.609888,0.502393,0.530170,1.853997,0.084758,0.339422,0.434933,0.000000,0.000000,0.000000,0.000000,0.877671,0.902774,0.218193,0.982550,0.333053,0.839200,0.051089,0.120806,0.877174,0.000000,0.000000,1.641438,1.027466,0.787116,0.494985,0.486290,0.532621,1.487296,0.589693,1.815111,0.000000,0.000000
1.240651,0.349211,3.932971,0.577695,1.137877,0.298737,0.303067,0.397420,0.609888,0.502393,0.530170,1.853997,0.084758,0.339422,0.434933,0.000000,0.000000,0.000000,0.000000,0.877671,0.902774,0.218193,0.982550,0.333053,0.839200,0.051089,0.120806,0.877174,0.000000,0.000000,1.641438,1.027466,0.787116,0.494985,0.486290,0.532621,1.487296,0.589693,1.815111,0.000000,0.000000
1.231139,0.354599,3.911070,0.578529,1.139050,0.297964,0.306266,0.405115,0.607173,0.504969,0.525960,1.828272,0.085131,0.342573,0.435320,0.000000,0.000000,0.000000,0.000000,0.874288,0.899752,0.219468,0.987545,0.325742,0.833136,0.050869,0.119334,0.889792,0.000000,0.000000,1.648320,1.029000,0.786188,0.503782,0.488332,0.534242,1.483654,0.591852,1.811528,0.000000,0.000000
1.223559,0.354400,3.924661,0.572704,1.135401,0.300201,0.314117,0.402797,0.611613,0.501416,0.522264,1.828134,0.083706,0.343654,0.435874,0.000000,0.000000,0.000000,0.000000,0.880493,0.904170,0.221988,0.981069,0.321705,0.830460,0.050110,0.119589,0.881026,0.000000,0.000000,1.654643,1.030194,0.784140,0.504819,0.485648,0.534076,1.492863,0.584296,1.783834,0.000000,0.000000
1.223559,0.354400,3.924661,0.572704,1.135401,0.300201,0.314117,0.402797,0.611613,0.501416,0.522264,1.828134,0.083706,0.343654,0.435874,0.000000,0.000000,0.000000,0.000000,0.880493,0.904170,0.221988,0.981069,0.321705,0.830460,0.050110,0.119589,0.881026,0.000000,0.000000,1.654643,1.030194,0.784140,0.504819,0.485648,0.534076,1.492863,0.584296,1.783834,0.000000,0.000000
1.219282,0.356886,3.849983,0.576802,1.154582,0.300047,0.308676,0.404560,0.610002,0.502515,0.515111,1.833721,0.084869,0.341160,0.434649,0.000000,0.000000,0.000000,0.000000,0.870003,0.920372,0.219772,0.985194,0.320575,0.818123,0.050688,0.121428,0.882740,0.000000,0.000000,1.636966,1.027890,0.789798,0.499270,0.481542,0.524138,1.464380,0.582688,1.746494,0.000000,0.000000
1.219282,0.356886,3.849983,0.576802,1.154582,0.300047,0.308676,0.404560,0.610002,0.502515,0.515111,1.833721,0.084869,0.341160,0.434649,0.000000,0.000000,0.000000,0.000000,0.870003,0.920372,0.219772,0.985194,0.320575,0.818123,0.050688,0.121428,0.882740,0.000000,0.000000,1.636966,1.027890,0.789798,0.499270,0.481542,0.524138,1.464380,0.582688,1.746494,0.000000,0.000000
1.235926,0.359806,3.801744,0.576538,1.150637,0.299703,0.305131,0.396873,0.611318,0.500586,0.515979,1.824746,0.084554,0.345905,0.432453,0.000000,0.000000,0.000000,0.000000,0.864404,0.924706,0.226037,0.980814,0.325414,0.806064,0.051228,0.120832,0.888843,0.000000,0.000000,1.631680,1.030938,0.793614,0.498352,0.481716,0.523567,1.495051,0.576738,1.742973,0.000000,0.000000
1.235926,0.359806,3.801744,0.576538,1.150637,0.299703,0.305131,0.396873,0.611318,0.500586,0.515979,1.824746,0.084554,0.345905,0.432453,0.000000,0.000000,0.000000,0.000000,0.864404,0.924706,0.226037,0.980814,0.325414,0.806064,0.051228,0.120832,0.888843,0.000000,0.000000,1.631680,1.030938,0.793614,0.498352,0.481716,0.523567,1.495051,0.576738,1.742973,0.000000,0.000000
1.235926,0.359806,3.801744,0.576538,1.150637,0.299703,0.305131,0.396873,0.611318,0.500586,0.515979,1.824746,0.084554,0.345905,0.432453,0.000000,0.000000,0.000000,0.000000,0.864404,0.924706,0.226037,0.980814,0.325414,0.806064,0.051228,0.120832,0.888843,0.000000,0.000000,1.631680,1.030938,0.793614,0.498352,0.481716,0.523567,1.495051,0.576738,1.742973,0.000000,0.000000
1.242717,0.363127,3.842881,0.590195,1.149125,0.295997,0.309338,0.398858,0.606627,0.507771,0.515013,1.809240,0.084507,0.344776,0.441140,0.000000,0.000000,0.000000,0.000000,0.889197,0.922280,0.225943,0.977733,0.334817,0.808369,0.050357,0.118901,0.895283,0.000000,0.000000,1.620631,1.020748,0.798452,0.494456,0.481390,0.525582,1.498624,0.575350,1.740431,0.000000,0.000000
1.242717,0.363127,3.842881,0.590195,1.149125,0.295997,0.309338,0.398858,0.606627,0.507771,0.515013,1.809240,0.084507,0.344776,0.441140,0.000000,0.000000,0.000000,0.000000,0.889197,0.922280,0.225943,0.977733,0.334817,0.808369,0.050357,0.118901,0.895283,0.000000,0.000000,1.620631,1.020748,0.798452,0.494456,0.481390,0.525582,1.498624,0.575350,1.740431,0.000000,0.000000
1.241741,0.358121,3.896144,0.595483,1.126991,0.293268,0.302980,0.392439,0.609328,0.508317,0.517646,1.831693,0.085290,0.342099,0.444094,0.000000,0.000000,0.000000,0.000000,0.881501,0.923324,0.225063,0.967377,0.342161,0.807950,0.050899,0.115434,0.889092,0.000000,0.000000,1.612595,1.024717,0.782965,0.488989,0.481463,0.524303,1.503245,0.578777,1.731287,0.000000,0.000000
1.249622,0.355878,3.903630,0.594826,1.119787,0.295225,0.304395,0.400487,0.592771,0.506834,0.514515,1.855657,0.086837,0.341861,0.453230,0.000000,0.000000,0.000000,0.000000,0.875835,0.927405,0.225418,0.970339,0.339985,0.809500,0.051027,0.115362,0.875464,0.000000,0.000000,1.642019,1.021777,0.792727,0.483412,0.494833,0.528147,1.521083,0.572838,1.709602,0.000000,0.000000
1.272617,0.358326,3.884906,0.610338,1.117240,0.295811,0.309810,0.400521,0.586851,0.506385,0.507045,1.826647,0.086460,0.345530,0.448004,0.000000,0.000000,0.000000,0.000000,0.862009,0.918456,0.226299,0.965105,0.337812,0.801839,0.050960,0.113237,0.879093,0.000000,0.000000,1.668401,1.024541,0.791390,0.487605,0.488553,0.519957,1.552071,0.578223,1.703335,0.000000,0.000000
1.272617,0.358326,3.884906,0.610338,1.117240,0.295811,0.309810,0.400521,0.586851,0.506385,0.507045,1.826647,0.086460,0.345530,0.448004,0.000000,0.000000,0.000000,0.000000,0.862009,0.918456,0.226299,0.965105,0.337812,0.801839,0.050960,0.113237,0.879093,0.000000,0.000000,1.668401,1.024541,0.791390,0.487605,0.488553,0.519957,1.552071,0.578223,1.703335,0.000000,0.000000
1.264747,0.359291,3.887142,0.615539,1.135002,0.297245,0.309976,0.400623,0.577655,0.505874,0.494145,1.865344,0.086344,0.345247,0.447942,0.000000,0.000000,0.000000,0.000000,0.867217,0.922611,0.228147,0.953410,0.333286,0.798972,0.050900,0.112870,0.874515,0.000000,0.000000,1.678524,1.012710,0.792617,0.481147,0.488549,0.517159,1.567341,0.577808,1.702684,0.000000,0.000000
1.266901,0.361378,3.907407,0.606122,1.127642,0.298736,0.309103,0.393235,0.576805,0.505551,0.494533,1.903580,0.086452,0.345873,0.454925,0.000000,0.000000,0.000000,0.000000,0.874994,0.916535,0.224053,0.975810,0.332243,0.809018,0.051125,0.112008,0.881279,0.000000,0.000000,1.682562,1.015436,0.774013,0.491202,0.496079,0.522817,1.605895,0.577806,1.723479,0.000000,0.000000
1.267700,0.354276,3.924676,0.606763,1.126340,0.295889,0.312307,0.386172,0.570931,0.505860,0.498708,1.920990,0.087204,0.347279,0.455188,0.000000,0.000000,0.000000,0.000000,0.879899,0.923881,0.223413,0.972528,0.333375,0.794293,0.050529,0.111330,0.878733,0.000000,0.000000,1.674679,1.006261,0.775979,0.486406,0.501586,0.522527,1.628564,0.565665,1.717965,0.000000,0.000000
1.267983,0.352400,3.899628,0.598912,1.112157,0.298809,0.315229,0.384566,0.573355,0.496104,0.500038,1.929826,0.086548,0.349105,0.451261,0.000000,0.000000,0.000000,0.000000,0.871307,0.921206,0.220475,0.977452,0.328958,0.786721,0.051021,0.112709,0.885268,0.000000,0.000000,1.687858,1.023538,0.765412,0.488898,0.505900,0.529191,1.593829,0.558040,1.729048,0.000000,0.000000
1.267983,0.352400,3.899628,0.598912,1.112157,0.298809,0.315229,0.384566,0.573355,0.496104,0.500038,1.929826,0.086548,0.349105,0.451261,0.000000,0.000000,0.000000,0.000000,0.871307,0.921206,0.220475,0.977452,0.328958,0.786721,0.051021,0.112709,0.885268,0.000000,0.000000,1.687858,1.023538,0.765412,0.488898,0.505900,0.529191,1.593829,0.558040,1.729048,0.000000,0.000000
1.276898,0.353495,3.872783,0.596078,1.098120,0.297069,0.318408,0.388310,0.575134,0.500059,0.502918,1.928188,0.085468,0.345453,0.447282,0.000000,0.000000,0.000000,0.000000,0.861877,0.921405,0.220410,0.980562,0.325878,0.788308,0.051047,0.112298,0.886743,0.000000,0.000000,1.683761,1.018564,0.764245,0.490685,0.501552,0.516797,1.601857,0.555197,1.754954,0.000000,0.000000
1.276898,0.353495,3.872783,0.596078,1.098120,0.297069,0.318408,0.388310,0.575134,0.500059,0.502918,1.928188,0.085468,0.345453,0.447282,0.000000,0.000000,0.000000,0.000000,0.861877,0.921405,0.220410,0.980562,0.325878,0.788308,0.051047,0.112298,0.886743,0.000000,0.000000,1.683761,1.018564,0.764245,0.490685,0.501552,0.516797,1.601857,0.555197,1.754954,0.000000,0.000000
1.276898,0.353495,3.872783,0.596078,1.098120,0.297069,0.318408,0.388310,0.575134,0.500059,0.502918,1.928188,0.085468,0.345453,0.447282,0.000000,0.000000,0.000000,0.000000,0.861877,0.921405,0.220410,0.980562,0.325878,0.788308,0.051047,0.112298,0.886743,0.000000,0.000000,1.683761,1.018564,0.764245,0.490685,0.501552,0.516797,1.601857,0.555197,1.754954,0.000000,0.000000
1.270618,0.356485,3.909461,0.593670,1.097733,0.296850,0.319090,0.381919,0.586689,0.503336,0.489234,1.931130,0.085567,0.345397,0.446588,0.000000,0.000000,0.000000,0.000000,0.867703,0.925599,0.219248,0.974112,0.333161,0.788106,0.051336,0.112287,0.887070,0.000000,0.000000,1.654035,1.016382,0.770011,0.497492,0.498104,0.517874,1.604075,0.544385,1.749030,0.000000,0.000000
1.268381,0.353331,3.968674,0.601663,1.096657,0.299557,0.318963,0.379607,0.588768,0.503996,0.489550,1.911343,0.084058,0.337775,0.442560,0.000000,0.000000,0.000000,0.000000,0.862298,0.918107,0.218337,0.968999,0.338041,0.785828,0.051447,0.113746,0.878375,0.000000,0.000000,1.653452,0.995116,0.760686,0.501376,0.498093,0.518400,1.583348,0.549598,1.739099,0.000000,0.000000
1.285169,0.349240,3.929996,0.606663,1.090456,0.300126,0.316475,0.382803,0.585272,0.505531,0.489588,1.909541,0.085389,0.340006,0.434846,0.000000,0.000000,0.000000,0.000000,0.881405,0.911207,0.218021,0.983998,0.336893,0.779337,0.051220,0.114511,0.901037,0.000000,0.000000,1.650094,1.003388,0.757672,0.505002,0.501198,0.517116,1.583576,0.547358,1.708240,0.000000,0.000000
1.271805,0.349858,3.923783,0.592002,1.088410,0.301021,0.321869,0.381402,0.577922,0.501432,0.490241,1.914527,0.086612,0.338219,0.438187,0.000000,0.000000,0.000000,0.000000,0.875382,0.924877,0.216130,0.989006,0.339171,0.786877,0.050672,0.112589,0.885810,0.000000,0.000000,1.644765,1.001363,0.754462,0.504454,0.505001,0.515973,1.590223,0.540329,1.750384,0.000000,0.000000
1.271805,0.349858,3.923783,0.592002,1.088410,0.301021,0.321869,0.381402,0.577922,0.501432,0.490241,1.914527,0.086612,0.338219,0.438187,0.000000,0.000000,0.000000,0.000000,0.875382,0.924877,0.216130,0.989006,0.339171,0.786877,0.050672,0.112589,0.885810,0.000000,0.000000,1.644765,1.001363,0.754462,0.504454,0.505001,0.515973,1.590223,0.540329,1.750384,0.000000,0.000000
1.259164,0.351435,3.925429,0.579304,1.090287,0.301843,0.321983,0.385184,0.584219,0.493878,0.499000,1.898008,0.087268,0.340037,0.428850,0.000000,0.000000,0.000000,0.000000,0.880689,0.906462,0.217849,0.986605,0.337690,0.787050,0.050916,0.112930,0.881800,0.000000,0.000000,1.640533,1.000276,0.749453,0.493816,0.505661,0.513781,1.599249,0.541831,1.788127,0.000000,0.000000
1.259164,0.351435,3.925429,0.579304,1.090287,0.301843,0.321983,0.385184,0.584219,0.493878,0.499000,1.898008,0.087268,0.340037,0.428850,0.000000,0.000000,0.000000,0.000000,0.880689,0.906462,0.217849,0.986605,0.337690,0.787050,0.050916,0.112930,0.881800,0.000000,0.000000,1.640533,1.000276,0.749453,0.493816,0.505661,0.513781,1.599249,0.541831,1.788127,0.000000,0.000000
1.259164,0.351435,3.925429,0.579304,1.090287,0.301843,0.321983,0.385184,0.584219,0.493878,0.499000,1.898008,0.087268,0.340037,0.428850,0.000000,0.000000,0.000000,0.000000,0.880689,0.906462,0.217849,0.986605,0.337690,0.787050,0.050916,0.112930,0.881800,0.000000,0.000000,1.640533,1.000276,0.749453,0.493816,0.505661,0.513781,1.599249,0.541831,1.788127,0.000000,0.000000
1.259164,0.351435,3.925429,0.579304,1.090287,0.301843,0.321983,0.385184,0.584219,0.493878,0.499000,1.898008,0.087268,0.340037,0.428850,0.000000,0.000000,0.000000,0.000000,0.880689,0.906462,0.217849,0.986605,0.337690,0.787050,0.050916,0.112930,0.881800,0.000000,0.000000,1.640533,1.000276,0.749453,0.493816,0.505661,0.513781,1.599249,0.541831,1.788127,0.000000,0.000000
1.259164,0.351435,3.925429,0.579304,1.090287,0.301843,0.321983,0.385184,0.584219,0.493878,0.499000,1.898008,0.087268,0.340037,0.428850,0.000000,0.000000,0.000000,0.000000,0.880689,0.906462,0.217849,0.986605,0.337690,0.787050,0.050916,0.112930,0.881800,0.000000,0.000000,1.640533,1.000276,0.749453,0.493816,0.505661,0.513781,1.599249,0.541831,1.788127,0.000000,0.000000
1.241508,0.351534,3.956222,0.575818,1.096249,0.298946,0.314368,0.388879,0.578341,0.491548,0.489326,1.881823,0.086745,0.341304,0.429008,0.000000,0.000000,0.000000,0.000000,0.888428,0.898311,0.224046,0.960978,0.337815,0.795742,0.051865,0.111355,0.869526,0.000000,0.000000,1.650865,1.010539,0.741302,0.490813,0.517445,0.516257,1.578501,0.540122,1.790486,0.000000,0.000000
1.241508,0.351534,3.956222,0.575818,1.096249,0.298946,0.314368,0.388879,0.578341,0.491548,0.489326,1.881823,0.086745,0.341304,0.429008,0.000000,0.000000,0.000000,0.000000,0.888428,0.898311,0.224046,0.960978,0.337815,0.795742,0.051865,0.111355,0.869526,0.000000,0.000000,1.650865,1.010539,0.741302,0.490813,0.517445,0.516257,1.578501,0.540122,1.790486,0.000000,0.000000
1.235812,0.351346,3.947457,0.575455,1.112995,0.297643,0.316651,0.393997,0.578145,0.495473,0.488900,1.914892,0.086689,0.343467,0.424775,0.000000,0.000000,0.000000,0.000000,0.881470,0.916238,0.228652,0.972906,0.336490,0.815150,0.052084,0.109126,0.876195,0.000000,0.000000,1.687505,1.023692,0.737772,0.499482,0.521144,0.506536,1.569760,0.540344,1.765444,0.000000,0.000000
1.247666,0.356807,3.951164,0.580622,1.108738,0.299579,0.316350,0.391515,0.585559,0.489723,0.488109,1.913484,0.087738,0.343666,0.423416,0.000000,0.000000,0.000000,0.000000,0.885793,0.926532,0.223660,0.969946,0.333517,0.808128,0.053181,0.110960,0.879839,0.000000,0.000000,1.708002,1.022338,0.732325,0.497388,0.519089,0.510810,1.594204,0.541945,1.743059,0.000000,0.000000
1.244978,0.358548,3.985019,0.575847,1.109651,0.298659,0.320265,0.391614,0.582860,0.485685,0.493769,1.904527,0.087546,0.339200,0.423287,0.000000,0.000000,0.000000,0.000000,0.877471,0.931449,0.226001,0.968946,0.333116,0.802863,0.052562,0.110652,0.883134,0.000000,0.000000,1.706683,1.032637,0.744404,0.505332,0.515488,0.518610,1.603497,0.540335,1.744104,0.000000,0.000000
1.237434,0.354106,3.977868,0.578835,1.111913,0.302238,0.320975,0.388255,0.588613,0.481783,0.493652,1.922682,0.087395,0.339444,0.420979,0.000000,0.000000,0.000000,0.000000,0.875891,0.946069,0.229032,0.974196,0.334559,0.790527,0.052086,0.110209,0.889692,0.000000,0.000000,1.675203,1.036113,0.740749,0.508727,0.522426,0.509142,1.608295,0.537835,1.721563,0.000000,0.000000
1.235848,0.351746,3.915103,0.564037,1.117395,0.302485,0.334843,0.385656,0.588991,0.481411,0.488146,1.901072,0.086527,0.344748,0.419723,0.000000,0.000000,0.000000,0.000000,0.886856,0.944004,0.231419,0.978547,0.334731,0.790506,0.052444,0.111456,0.879510,0.000000,0.000000,1.708221,1.043096,0.733415,0.508682,0.516725,0.506089,1.602131,0.538273,1.708775,0.000000,0.000000
1.235848,0.351746,3.915103,0.564037,1.117395,0.302485,0.334843,0.385656,0.588991,0.481411,0.488146,1.901072,0.086527,0.344748,0.419723,0.000000,0.000000,0.000000,0.000000,0.886856,0.944004,0.231419,0.978547,0.334731,0.790506,0.052444,0.111456,0.879510,0.000000,0.000000,1.708221,1.043096,0.733415,0.508682,0.516725,0.506089,1.602131,0.538273,1.708775,0.000000,0.000000
1.235848,0.351746,3.915103,0.564037,1.117395,0.302485,0.334843,0.385656,0.588991,0.481411,0.488146,1.901072,0.086527,0.344748,0.419723,0.000000,0.000000,0.000000,0.000000,0.886856,0.944004,0.231419,0.978547,0.334731,0.790506,0.052444,0.111456,0.879510,0.000000,0.000000,1.708221,1.043096,0.733415,0.508682,0.516725,0.506089,1.602131,0.538273,1.708775,0.000000,0.000000
1.222165,0.345639,3.980453,0.566244,1.104303,0.308142,0.333693,0.388688,0.593674,0.483188,0.490835,1.933970,0.084609,0.346300,0.416013,0.000000,0.000000,0.000000,0.000000,0.884502,0.927746,0.230684,0.966173,0.337610,0.794344,0.052467,0.111059,0.882155,0.000000,0.000000,1.668466,1.046546,0.725299,0.508824,0.518123,0.500978,1.585730,0.544336,1.720663,0.000000,0.000000
1.222165,0.345639,3.980453,0.566244,1.104303,0.308142,0.333693,0.388688,0.593674,0.483188,0.490835,1.933970,0.084609,0.346300,0.416013,0.000000,0.000000,0.000000,0.000000,0.884502,0.927746,0.230684,0.966173,0.337610,0.794344,0.052467,0.111059,0.882155,0.000000,0.000000,1.668466,1.046546,0.725299,0.508824,0.518123,0.500978,1.585730,0.544336,1.720663,0.000000,0.000000
1.220465,0.349173,3.968389,0.565607,1.100423,0.309383,0.335116,0.393043,0.601045,0.482029,0.496647,1.914922,0.085363,0.349749,0.414462,0.000000,0.000000,0.000000,0.000000,0.877924,0.924119,0.229765,0.979163,0.339672,0.783227,0.051305,0.108047,0.868312,0.000000,0.000000,1.657826,1.041123,0.719916,0.505091,0.518550,0.507327,1.564406,0.544552,1.719785,0.000000,0.000000
1.220202,0.346008,3.957160,0.567376,1.104000,0.312204,0.333831,0.385076,0.601638,0.475941,0.501547,1.898007,0.084557,0.346982,0.412093,0.000000,0.000000,0.000000,0.000000,0.877887,0.913756,0.228985,0.973667,0.343537,0.782915,0.051518,0.108704,0.855518,0.000000,0.000000,1.684101,1.041768,0.721815,0.508475,0.517634,0.506403,1.556422,0.546990,1.709915,0.000000,0.000000
1.225095,0.347454,3.999511,0.564315,1.094463,0.314060,0.333913,0.389141,0.614426,0.481343,0.491372,1.916297,0.085676,0.346425,0.413881,0.000000,0.000000,0.000000,0.000000,0.872906,0.910784,0.230027,0.956165,0.344043,0.769413,0.051939,0.109628,0.857751,0.000000,0.000000,1.669569,1.040227,0.727339,0.503624,0.519434,0.503173,1.564995,0.542978,1.718747,0.000000,0.000000
1.207956,0.350373,4.012821,0.567514,1.089230,0.312059,0.339886,0.386457,0.607466,0.480592,0.492479,1.924894,0.084535,0.349809,0.423647,0.000000,0.000000,0.000000,0.000000,0.872474,0.905098,0.230895,0.953349,0.345509,0.777337,0.051282,0.110110,0.858195,0.000000,0.000000,1.674379,1.038834,0.714111,0.502289,0.523725,0.500993,1.547637,0.543031,1.711292,0.000000,0.000000
1.207956,0.350373,4.012821,0.567514,1.089230,0.312059,0.339886,0.386457,0.607466,0.480592,0.492479,1.924894,0.084535,0.349809,0.423647,0.000000,0.000000,0.000000,0.000000,0.872474,0.905098,0.230895,0.953349,0.345509,0.777337,0.051282,0.110110,0.858195,0.000000,0.000000,1.674379,1.038834,0.714111,0.502289,0.523725,0.500993,1.547637,0.543031,1.711292,0.000000,0.000000
1.207956,0.350373,4.012821,0.567514,1.089230,0.312059,0.339886,0.386457,0.607466,0.480592,0.492479,1.924894,0.084535,0.349809,0.423647,0.000000,0.000000,0.000000,0.000000,0.872474,0.905098,0.230895,0.953349,0.345509,0.777337,0.051282,0.110110,0.858195,0.000000,0.000000,1.674379,1.038834,0.714111,0.502289,0.523725,0.500993,1.547637,0.543031,1.711292,0.000000,0.000000
1.207956,0.350373,4.012821,0.567514,1.089230,0.312059,0.339886,0.386457,0.607466,0.480592,0.492479,1.924894,0.084535,0.349809,0.423647,0.000000,0.000000,0.000000,0.000000,0.872474,0.905098,0.230895,0.953349,0.345509,0.777337,0.051282,0.110110,0.858195,0.000000,0.000000,1.674379,1.038834,0.714111,0.502289,0.523725,0.500993,1.547637,0.543031,1.711292,0.000000,0.000000
1.207956,0.350373,4.012821,0.567514,1.089230,0.312059,0.339886,0.386457,0.607466,0.480592,0.492479,1.924894,0.084535,0.349809,0.423647,0.000000,0.000000,0.000000,0.000000,0.872474,0.905098,0.230895,0.953349,0.345509,0.777337,0.051282,0.110110,0.858195,0.000000,0.000000,1.674379,1.038834,0.714111,0.502289,0.523725,0.500993,1.547637,0.543031,1.711292,0.000000,0.000000
1.198551,0.353078,4.009174,0.562598,1.089435,0.308570,0.340433,0.382229,0.605710,0.477480,0.494032,1.965904,0.084598,0.348752,0.427671,0.000000,0.000000,0.000000,0.000000,0.873195,0.918851,0.231732,0.964811,0.345783,0.769045,0.051566,0.109168,0.848758,0.000000,0.000000,1.651450,1.041313,0.714331,0.503077,0.520443,0.500269,1.531235,0.548379,1.754683,0.000000,0.000000
1.206141,0.352103,3.997099,0.558151,1.089700,0.314384,0.343816,0.376451,0.614457,0.472887,0.500545,1.911808,0.085166,0.349150,0.427346,0.000000,0.000000,0.000000,0.000000,0.876443,0.916451,0.228602,0.986222,0.335115,0.762939,0.052083,0.108335,0.843696,0.000000,0.000000,1.653035,1.047492,0.711807,0.502483,0.524671,0.509173,1.545010,0.554966,1.752757,0.000000,0.000000
1.206141,0.352103,3.997099,0.558151,1.089700,0.314384,0.343816,0.376451,0.614457,0.472887,0.500545,1.911808,0.085166,0.349150,0.427346,0.000000,0.000000,0.000000,0.000000,0.876443,0.916451,0.228602,0.986222,0.335115,0.762939,0.052083,0.108335,0.843696,0.000000,0.000000,1.653035,1.047492,0.711807,0.502483,0.524671,0.509173,1.545010,0.554966,1.752757,0.000000,0.000000
1.212532,0.351186,4.031798,0.564790,1.069410,0.317132,0.338536,0.377515,0.617132,0.466745,0.497694,1.914380,0.084128,0.347548,0.426431,0.000000,0.000000,0.000000,0.000000,0.877392,0.912213,0.230946,0.972277,0.337000,0.774067,0.051880,0.104211,0.833768,0.000000,0.000000,1.613248,1.028041,0.715322,0.496979,0.526621,0.504207,1.519851,0.554877,1.731107,0.000000,0.000000
1.212532,0.351186,4.031798,0.564790,1.069410,0.317132,0.338536,0.377515,0.617132,0.466745,0.497694,1.914380,0.084128,0.347548,0.426431,0.000000,0.000000,0.000000,0.000000,0.877392,0.912213,0.230946,0.972277,0.337000,0.774067,0.051880,0.104211,0.833768,0.000000,0.000000,1.613248,1.028041,0.715322,0.496979,0.526621,0.504207,1.519851,0.554877,1.731107,0.000000,0.000000
1.212532,0.351186,4.031798,0.564790,1.069410,0.317132,0.338536,0.377515,0.617132,0.466745,0.497694,1.914380,0.084128,0.347548,0.426431,0.000000,0.000000,0.000000,0.000000,0.877392,0.912213,0.230946,0.972277,0.337000,0.774067,0.051880,0.104211,0.833768,0.000000,0.000000,1.613248,1.028041,0.715322,0.496979,0.526621,0.504207,1.519851,0.554877,1.731107,0.000000,0.000000
1.212532,0.351186,4.031798,0.564790,1.069410,0.317132,0.338536,0.377515,0.617132,0.466745,0.497694,1.914380,0.084128,0.347548,0.426431,0.000000,0.000000,0.000000,0.000000,0.877392,0.912213,0.230946,0.972277,0.337000,0.774067,0.051880,0.104211,0.833768,0.000000,0.000000,1.613248,1.028041,0.715322,0.496979,0.526621,0.504207,1.519851,0.554877,1.731107,0.000000,0.000000
