sigma,theta,kai,inv_zeta,mu,phi_o_y,gamma_w,ksi_w,gamma_p,ksi_p,phi_r,phi_pi,phi_y,z_star_bar,psi_bar,eta,n_k,mu_E,r_E_bar,rho_b,rho_g,rho_w,rho_p,rho_r,rho_nu,rho_z,rho_psi,rho_i,rho_efp,rho_nw,sigma_b,sigma_g,sigma_w,sigma_p,sigma_r,sigma_nu,sigma_z,sigma_psi,sigma_i,sigma_efp,sigma_nw
1.265773,0.336370,3.876524,0.578382,1.052675,0.303893,0.278385,0.351104,0.607067,0.476824,0.505281,1.849160,0.080067,0.361929,0.463790,0.000000,0.000000,0.000000,0.000000,0.892249,0.917690,0.236996,0.972089,0.349120,0.772305,0.049538,0.090959,0.911809,0.000000,0.000000,1.682444,0.990957,0.709512,0.557818,0.538804,0.509115,1.560320,0.585870,1.607052,0.000000,0.000000
1.267220,0.337003,3.892939,0.570324,1.039682,0.301968,0.275445,0.347758,0.615311,0.478676,0.508993,1.853137,0.079919,0.363277,0.462306,0.000000,0.000000,0.000000,0.000000,0.876039,0.920992,0.237761,0.975686,0.352549,0.769943,0.049269,0.091099,0.922779,0.000000,0.000000,1.695197,1.003617,0.702874,0.560708,0.533578,0.509481,1.568925,0.575603,1.606853,0.000000,0.000000
1.266011,0.336599,3.917450,0.567667,1.027390,0.299660,0.269882,0.352161,0.602466,0.478334,0.507281,1.871070,0.080697,0.364530,0.458300,0.000000,0.000000,0.000000,0.000000,0.867958,0.929822,0.236613,0.980756,0.345585,0.774925,0.049551,0.090167,0.914367,0.000000,0.000000,1.690763,0.990708,0.706950,0.569003,0.539229,0.505357,1.596618,0.573745,1.592897,0.000000,0.000000
1.266011,0.336599,3.917450,0.567667,1.027390,0.299660,0.269882,0.352161,0.602466,0.478334,0.507281,1.871070,0.080697,0.364530,0.458300,0.000000,0.000000,0.000000,0.000000,0.867958,0.929822,0.236613,0.980756,0.345585,0.774925,0.049551,0.090167,0.914367,0.000000,0.000000,1.690763,0.990708,0.706950,0.569003,0.539229,0.505357,1.596618,0.573745,1.592897,0.000000,0.000000
1.249251,0.340977,3.899142,0.582591,1.009839,0.302369,0.271556,0.358818,0.610740,0.469204,0.507616,1.894932,0.080002,0.364319,0.464572,0.000000,0.000000,0.000000,0.000000,0.865323,0.929813,0.233693,0.981554,0.348233,0.763136,0.049308,0.090593,0.920386,0.000000,0.000000,1.658512,0.985011,0.701062,0.567107,0.537906,0.504780,1.585701,0.565181,1.609894,0.000000,0.000000
1.225040,0.342592,3.882072,0.575207,1.005255,0.303677,0.264292,0.357130,0.625575,0.462329,0.510024,1.900462,0.082297,0.360326,0.467217,0.000000,0.000000,0.000000,0.000000,0.854987,0.922107,0.232247,0.984639,0.348629,0.762255,0.048875,0.091622,0.920786,0.000000,0.000000,1.643276,0.989883,0.702072,0.566918,0.538304,0.506369,1.606001,0.570717,1.598856,0.000000,0.000000
1.233125,0.337924,3.909192,0.579387,1.010392,0.309223,0.259334,0.355254,0.630127,0.457816,0.502970,1.908361,0.082107,0.365254,0.469977,0.000000,0.000000,0.000000,0.000000,0.842261,0.927458,0.230943,0.985992,0.349951,0.755281,0.048682,0.094829,0.939035,0.000000,0.000000,1.646126,1.006500,0.712487,0.578750,0.541212,0.503658,1.599247,0.581410,1.588614,0.000000,0.000000
1.233125,0.337924,3.909192,0.579387,1.010392,0.309223,0.259334,0.355254,0.630127,0.457816,0.502970,1.908361,0.082107,0.365254,0.469977,0.000000,0.000000,0.000000,0.000000,0.842261,0.927458,0.230943,0.985992,0.349951,0.755281,0.048682,0.094829,0.939035,0.000000,0.000000,1.646126,1.006500,0.712487,0.578750,0.541212,0.503658,1.599247,0.581410,1.588614,0.000000,0.000000
1.233125,0.337924,3.909192,0.579387,1.010392,0.309223,0.259334,0.355254,0.630127,0.457816,0.502970,1.908361,0.082107,0.365254,0.469977,0.000000,0.000000,0.000000,0.000000,0.842261,0.927458,0.230943,0.985992,0.349951,0.755281,0.048682,0.094829,0.939035,0.000000,0.000000,1.646126,1.006500,0.712487,0.578750,0.541212,0.503658,1.599247,0.581410,1.588614,0.000000,0.000000
1.233125,0.337924,3.909192,0.579387,1.010392,0.309223,0.259334,0.355254,0.630127,0.457816,0.502970,1.908361,0.082107,0.365254,0.469977,0.000000,0.000000,0.000000,0.000000,0.842261,0.927458,0.230943,0.985992,0.349951,0.755281,0.048682,0.094829,0.939035,0.000000,0.000000,1.646126,1.006500,0.712487,0.578750,0.541212,0.503658,1.599247,0.581410,1.588614,0.000000,0.000000
1.216252,0.336176,3.887308,0.578660,0.994353,0.310438,0.256084,0.356727,0.636983,0.455254,0.512000,1.920601,0.082220,0.361705,0.464701,0.000000,0.000000,0.000000,0.000000,0.842807,0.914813,0.232396,0.989548,0.354316,0.743957,0.049000,0.094265,0.936043,0.000000,0.000000,1.664901,1.006610,0.725120,0.590149,0.542879,0.506835,1.611443,0.590124,1.565345,0.000000,0.000000
1.216252,0.336176,3.887308,0.578660,0.994353,0.310438,0.256084,0.356727,0.636983,0.455254,0.512000,1.920601,0.082220,0.361705,0.464701,0.000000,0.000000,0.000000,0.000000,0.842807,0.914813,0.232396,0.989548,0.354316,0.743957,0.049000,0.094265,0.936043,0.000000,0.000000,1.664901,1.006610,0.725120,0.590149,0.542879,0.506835,1.611443,0.590124,1.565345,0.000000,0.000000
1.230235,0.338819,3.881173,0.575252,1.000768,0.318257,0.258580,0.354233,0.637681,0.449715,0.507230,1.939607,0.083528,0.359908,0.464918,0.000000,0.000000,0.000000,0.000000,0.849521,0.908519,0.232877,0.977895,0.357752,0.755022,0.048625,0.095754,0.943111,0.000000,0.000000,1.678135,1.000735,0.728799,0.581711,0.544551,0.508463,1.638169,0.590357,1.593852,0.000000,0.000000
1.222799,0.338662,3.963853,0.580284,0.982826,0.320352,0.262502,0.350125,0.636345,0.449364,0.508248,1.915923,0.081386,0.361504,0.473683,0.000000,0.000000,0.000000,0.000000,0.846396,0.902510,0.235689,0.977848,0.360985,0.757255,0.048895,0.095287,0.940087,0.000000,0.000000,1.674046,0.984380,0.731188,0.593157,0.551947,0.505271,1.619536,0.583614,1.594616,0.000000,0.000000
1.222799,0.338662,3.963853,0.580284,0.982826,0.320352,0.262502,0.350125,0.636345,0.449364,0.508248,1.915923,0.081386,0.361504,0.473683,0.000000,0.000000,0.000000,0.000000,0.846396,0.902510,0.235689,0.977848,0.360985,0.757255,0.048895,0.095287,0.940087,0.000000,0.000000,1.674046,0.984380,0.731188,0.593157,0.551947,0.505271,1.619536,0.583614,1.594616,0.000000,0.000000
1.222799,0.338662,3.963853,0.580284,0.982826,0.320352,0.262502,0.350125,0.636345,0.449364,0.508248,1.915923,0.081386,0.361504,0.473683,0.000000,0.000000,0.000000,0.000000,0.846396,0.902510,0.235689,0.977848,0.360985,0.757255,0.048895,0.095287,0.940087,0.000000,0.000000,1.674046,0.984380,0.731188,0.593157,0.551947,0.505271,1.619536,0.583614,1.594616,0.000000,0.000000
1.217848,0.340901,3.928982,0.580509,0.998674,0.318879,0.256137,0.349820,0.630165,0.454583,0.512401,1.920151,0.080947,0.363942,0.472999,0.000000,0.000000,0.000000,0.000000,0.828304,0.892683,0.230499,0.971416,0.360633,0.762335,0.049024,0.094368,0.941341,0.000000,0.000000,1.677307,0.990507,0.735811,0.595505,0.552223,0.502256,1.645102,0.585986,1.603006,0.000000,0.000000
1.221522,0.337994,3.955995,0.569664,1.016122,0.319606,0.262110,0.352254,0.629332,0.455906,0.515574,1.898663,0.080528,0.364661,0.474417,0.000000,0.000000,0.000000,0.000000,0.818808,0.886754,0.232081,0.973351,0.357762,0.768202,0.049438,0.092070,0.942896,0.000000,0.000000,1.652594,1.006007,0.734080,0.601951,0.559504,0.508965,1.635880,0.586356,1.590360,0.000000,0.000000
1.229817,0.336865,3.986303,0.571233,1.023243,0.323780,0.256046,0.348856,0.630939,0.455950,0.511505,1.918402,0.081579,0.365242,0.472024,0.000000,0.000000,0.000000,0.000000,0.821509,0.891714,0.228645,0.976703,0.364781,0.772360,0.049463,0.093155,0.940456,0.000000,0.000000,1.666555,0.988697,0.731027,0.599211,0.560416,0.512368,1.632039,0.583510,1.576512,0.000000,0.000000
1.221467,0.337511,4.062317,0.571340,1.025205,0.319851,0.252584,0.351277,0.629661,0.460941,0.516717,1.951899,0.081383,0.359616,0.477851,0.000000,0.000000,0.000000,0.000000,0.828529,0.881595,0.229983,0.985321,0.367278,0.778986,0.049210,0.091387,0.934506,0.000000,0.000000,1.674834,0.979102,0.728608,0.608447,0.561084,0.508723,1.619582,0.586812,1.575521,0.000000,0.000000
1.221467,0.337511,4.062317,0.571340,1.025205,0.319851,0.252584,0.351277,0.629661,0.460941,0.516717,1.951899,0.081383,0.359616,0.477851,0.000000,0.000000,0.000000,0.000000,0.828529,0.881595,0.229983,0.985321,0.367278,0.778986,0.049210,0.091387,0.934506,0.000000,0.000000,1.674834,0.979102,0.728608,0.608447,0.561084,0.508723,1.619582,0.586812,1.575521,0.000000,0.000000
1.221467,0.337511,4.062317,0.571340,1.025205,0.319851,0.252584,0.351277,0.629661,0.460941,0.516717,1.951899,0.081383,0.359616,0.477851,0.000000,0.000000,0.000000,0.000000,0.828529,0.881595,0.229983,0.985321,0.367278,0.778986,0.049210,0.091387,0.934506,0.000000,0.000000,1.674834,0.979102,0.728608,0.608447,0.561084,0.508723,1.619582,0.586812,1.575521,0.000000,0.000000
1.202008,0.337612,4.083334,0.588421,1.029284,0.319486,0.242902,0.351624,0.621206,0.454257,0.508033,1.928480,0.079585,0.358241,0.477414,0.000000,0.000000,0.000000,0.000000,0.833088,0.878982,0.226779,0.982078,0.366363,0.779480,0.050550,0.089741,0.927512,0.000000,0.000000,1.669550,0.975412,0.728954,0.613299,0.570829,0.503335,1.619045,0.579986,1.592714,0.000000,0.000000
1.205889,0.336779,4.117522,0.589598,1.000773,0.314264,0.234334,0.352715,0.624493,0.448345,0.517474,1.942946,0.080217,0.358164,0.476661,0.000000,0.000000,0.000000,0.000000,0.821779,0.886800,0.229840,0.975560,0.364919,0.767454,0.050935,0.090916,0.923275,0.000000,0.000000,1.662783,0.983842,0.734830,0.618652,0.570295,0.508900,1.629261,0.579984,1.597532,0.000000,0.000000
1.209654,0.337167,4.166524,0.579659,1.003768,0.310979,0.233543,0.356564,0.627153,0.455127,0.525551,1.971736,0.080066,0.358450,0.482528,0.000000,0.000000,0.000000,0.000000,0.826714,0.882664,0.227524,0.969618,0.364525,0.765463,0.050496,0.091814,0.927709,0.000000,0.000000,1.656707,0.993112,0.734318,0.611266,0.572783,0.507106,1.629609,0.578830,1.569011,0.000000,0.000000
1.209654,0.337167,4.166524,0.579659,1.003768,0.310979,0.233543,0.356564,0.627153,0.455127,0.525551,1.971736,0.080066,0.358450,0.482528,0.000000,0.000000,0.000000,0.000000,0.826714,0.882664,0.227524,0.969618,0.364525,0.765463,0.050496,0.091814,0.927709,0.000000,0.000000,1.656707,0.993112,0.734318,0.611266,0.572783,0.507106,1.629609,0.578830,1.569011,0.000000,0.000000
1.226595,0.332533,4.152597,0.572908,0.990571,0.313035,0.233951,0.355398,0.622385,0.452714,0.530987,1.996269,0.080462,0.358058,0.480632,0.000000,0.000000,0.000000,0.000000,0.822538,0.889752,0.222525,0.986628,0.363267,0.766164,0.051233,0.089994,0.928027,0.000000,0.000000,1.639922,0.996162,0.727206,0.609626,0.583918,0.507154,1.614718,0.576161,1.571613,0.000000,0.000000
1.226595,0.332533,4.152597,0.572908,0.990571,0.313035,0.233951,0.355398,0.622385,0.452714,0.530987,1.996269,0.080462,0.358058,0.480632,0.000000,0.000000,0.000000,0.000000,0.822538,0.889752,0.222525,0.986628,0.363267,0.766164,0.051233,0.089994,0.928027,0.000000,0.000000,1.639922,0.996162,0.727206,0.609626,0.583918,0.507154,1.614718,0.576161,1.571613,0.000000,0.000000
1.220958,0.334320,4.089415,0.563316,0.984656,0.317429,0.238968,0.355849,0.608343,0.455490,0.530860,2.009276,0.080074,0.356627,0.479698,0.000000,0.000000,0.000000,0.000000,0.830984,0.897144,0.220758,0.980677,0.364271,0.772469,0.051501,0.089015,0.913881,0.000000,0.000000,1.645318,1.023897,0.737946,0.615311,0.582134,0.514992,1.633010,0.575654,1.559684,0.000000,0.000000
1.220958,0.334320,4.089415,0.563316,0.984656,0.317429,0.238968,0.355849,0.608343,0.455490,0.530860,2.009276,0.080074,0.356627,0.479698,0.000000,0.000000,0.000000,0.000000,0.830984,0.897144,0.220758,0.980677,0.364271,0.772469,0.051501,0.089015,0.913881,0.000000,0.000000,1.645318,1.023897,0.737946,0.615311,0.582134,0.514992,1.633010,0.575654,1.559684,0.000000,0.000000
1.219880,0.332033,4.123365,0.559059,0.986838,0.314830,0.241750,0.354118,0.611549,0.465230,0.533612,2.032085,0.080723,0.349213,0.486250,0.000000,0.000000,0.000000,0.000000,0.846033,0.894453,0.221143,0.979360,0.364868,0.763637,0.052801,0.086210,0.919495,0.000000,0.000000,1.644033,1.024773,0.734950,0.613482,0.572104,0.517166,1.645993,0.568794,1.560343,0.000000,0.000000
1.219880,0.332033,4.123365,0.559059,0.986838,0.314830,0.241750,0.354118,0.611549,0.465230,0.533612,2.032085,0.080723,0.349213,0.486250,0.000000,0.000000,0.000000,0.000000,0.846033,0.894453,0.221143,0.979360,0.364868,0.763637,0.052801,0.086210,0.919495,0.000000,0.000000,1.644033,1.024773,0.734950,0.613482,0.572104,0.517166,1.645993,0.568794,1.560343,0.000000,0.000000
1.211060,0.330025,4.102147,0.562741,0.987316,0.310646,0.242707,0.356753,0.603767,0.468500,0.526242,1.990708,0.080608,0.353018,0.480482,0.000000,0.000000,0.000000,0.000000,0.852774,0.908877,0.226875,0.971736,0.371612,0.758691,0.052517,0.084356,0.909670,0.000000,0.000000,1.680849,1.030981,0.753750,0.617630,0.572697,0.527090,1.607599,0.560471,1.569270,0.000000,0.000000
1.212249,0.332128,4.076053,0.563332,0.990209,0.310844,0.245444,0.355907,0.598836,0.461042,0.517559,1.997624,0.082322,0.356194,0.482832,0.000000,0.000000,0.000000,0.000000,0.845827,0.905729,0.229044,0.975082,0.371983,0.762249,0.052945,0.083633,0.908786,0.000000,0.000000,1.662672,1.020141,0.752924,0.611215,0.570071,0.524904,1.615592,0.563097,1.571573,0.000000,0.000000
1.212249,0.332128,4.076053,0.563332,0.990209,0.310844,0.245444,0.355907,0.598836,0.461042,0.517559,1.997624,0.082322,0.356194,0.482832,0.000000,0.000000,0.000000,0.000000,0.845827,0.905729,0.229044,0.975082,0.371983,0.762249,0.052945,0.083633,0.908786,0.000000,0.000000,1.662672,1.020141,0.752924,0.611215,0.570071,0.524904,1.615592,0.563097,1.571573,0.000000,0.000000
1.212249,0.332128,4.076053,0.563332,0.990209,0.310844,0.245444,0.355907,0.598836,0.461042,0.517559,1.997624,0.082322,0.356194,0.482832,0.000000,0.000000,0.000000,0.000000,0.845827,0.905729,0.229044,0.975082,0.371983,0.762249,0.052945,0.083633,0.908786,0.000000,0.000000,1.662672,1.020141,0.752924,0.611215,0.570071,0.524904,1.615592,0.563097,1.571573,0.000000,0.000000
1.201807,0.330419,4.073747,0.566652,0.984697,0.309232,0.250728,0.353016,0.591033,0.462421,0.517760,1.994000,0.083322,0.352728,0.477555,0.000000,0.000000,0.000000,0.000000,0.845969,0.906080,0.230656,0.963067,0.374536,0.774120,0.052104,0.084102,0.891314,0.000000,0.000000,1.666281,1.008549,0.744951,0.609875,0.567993,0.518823,1.596143,0.560419,1.557670,0.000000,0.000000
1.201807,0.330419,4.073747,0.566652,0.984697,0.309232,0.250728,0.353016,0.591033,0.462421,0.517760,1.994000,0.083322,0.352728,0.477555,0.000000,0.000000,0.000000,0.000000,0.845969,0.906080,0.230656,0.963067,0.374536,0.774120,0.052104,0.084102,0.891314,0.000000,0.000000,1.666281,1.008549,0.744951,0.609875,0.567993,0.518823,1.596143,0.560419,1.557670,0.000000,0.000000
1.210303,0.333780,4.107346,0.561417,0.956999,0.312373,0.247695,0.361028,0.585062,0.456666,0.529239,1.989791,0.084518,0.350146,0.477332,0.000000,0.000000,0.000000,0.000000,0.843359,0.905917,0.229663,0.971334,0.379770,0.774054,0.052356,0.082522,0.905704,0.000000,0.000000,1.662583,1.021484,0.731005,0.617117,0.572406,0.519887,1.602418,0.566063,1.563249,0.000000,0.000000
1.199081,0.331694,4.078419,0.565838,0.948782,0.310554,0.242665,0.360909,0.590599,0.461542,0.535257,1.958917,0.086304,0.356945,0.475792,0.000000,0.000000,0.000000,0.000000,0.829721,0.919711,0.227006,0.980406,0.379604,0.789938,0.052146,0.083244,0.920061,0.000000,0.000000,1.655711,1.011091,0.724824,0.605662,0.575142,0.523870,1.631979,0.553978,1.532598,0.000000,0.000000
1.224670,0.334503,4.113633,0.559482,0.942499,0.314397,0.244987,0.357502,0.584448,0.469388,0.527998,1.951350,0.087802,0.356601,0.473163,0.000000,0.000000,0.000000,0.000000,0.833114,0.923633,0.227475,0.978242,0.386444,0.781481,0.052456,0.081489,0.911178,0.000000,0.000000,1.655029,1.011316,0.719862,0.610231,0.577227,0.519779,1.639854,0.554617,1.551093,0.000000,0.000000
1.225321,0.342345,4.116746,0.552508,0.925506,0.309766,0.245911,0.355286,0.583700,0.469445,0.532385,1.947200,0.088924,0.348584,0.469284,0.000000,0.000000,0.000000,0.000000,0.843989,0.922648,0.225809,0.985099,0.376668,0.777941,0.052176,0.081475,0.906528,0.000000,0.000000,1.652139,0.993812,0.716542,0.621717,0.570350,0.515497,1.663633,0.564517,1.550973,0.000000,0.000000
1.234024,0.349243,4.186560,0.551360,0.922672,0.313183,0.246245,0.357787,0.575795,0.475759,0.538468,1.934275,0.086552,0.348869,0.468443,0.000000,0.000000,0.000000,0.000000,0.833165,0.936922,0.222218,0.978971,0.374051,0.774146,0.053033,0.080824,0.908378,0.000000,0.000000,1.675418,0.987537,0.719998,0.633406,0.561919,0.506652,1.680784,0.566642,1.554097,0.000000,0.000000
1.234024,0.349243,4.186560,0.551360,0.922672,0.313183,0.246245,0.357787,0.575795,0.475759,0.538468,1.934275,0.086552,0.348869,0.468443,0.000000,0.000000,0.000000,0.000000,0.833165,0.936922,0.222218,0.978971,0.374051,0.774146,0.053033,0.080824,0.908378,0.000000,0.000000,1.675418,0.987537,0.719998,0.633406,0.561919,0.506652,1.680784,0.566642,1.554097,0.000000,0.000000
1.209302,0.355403,4.172700,0.559932,0.941692,0.309431,0.257506,0.353862,0.576639,0.479050,0.542174,1.931254,0.087540,0.347875,0.464342,0.000000,0.000000,0.000000,0.000000,0.826230,0.940880,0.225282,0.983546,0.380685,0.768734,0.053251,0.083766,0.908461,0.000000,0.000000,1.683570,0.982038,0.726235,0.646548,0.569177,0.507085,1.673510,0.578188,1.561923,0.000000,0.000000
1.197789,0.354026,4.181024,0.563532,0.948443,0.305954,0.252970,0.354610,0.567949,0.481720,0.539844,1.954949,0.086977,0.343680,0.468091,0.000000,0.000000,0.000000,0.000000,0.826077,0.951950,0.228973,0.985397,0.379347,0.782681,0.053074,0.083267,0.908365,0.000000,0.000000,1.683218,0.969045,0.717064,0.645654,0.567569,0.512483,1.661019,0.569882,1.550770,0.000000,0.000000
1.199640,0.353726,4.179394,0.559144,0.960979,0.308801,0.256326,0.358897,0.572998,0.472606,0.546744,1.960892,0.084356,0.344647,0.463646,0.000000,0.000000,0.000000,0.000000,0.821723,0.960440,0.226191,0.988799,0.379530,0.791267,0.053642,0.082722,0.901162,0.000000,0.000000,1.660159,0.966978,0.719999,0.646179,0.563014,0.514666,1.631344,0.565973,1.526646,0.000000,0.000000
1.199640,0.353726,4.179394,0.559144,0.960979,0.308801,0.256326,0.358897,0.572998,0.472606,0.546744,1.960892,0.084356,0.344647,0.463646,0.000000,0.000000,0.000000,0.000000,0.821723,0.960440,0.226191,0.988799,0.379530,0.791267,0.053642,0.082722,0.901162,0.000000,0.000000,1.660159,0.966978,0.719999,0.646179,0.563014,0.514666,1.631344,0.565973,1.526646,0.000000,0.000000
1.193800,0.357427,4.215332,0.552374,0.967592,0.309768,0.262279,0.359202,0.554376,0.476787,0.548167,1.945830,0.083574,0.343158,0.460014,0.000000,0.000000,0.000000,0.000000,0.828994,0.960664,0.226983,0.981290,0.374291,0.802692,0.052309,0.083069,0.889127,0.000000,0.000000,1.676493,0.953482,0.726327,0.646220,0.556673,0.517849,1.618783,0.566061,1.493079,0.000000,0.000000
1.189278,0.358567,4.181957,0.555317,0.971107,0.308132,0.263613,0.360527,0.562182,0.472005,0.555113,1.949339,0.083262,0.343029,0.461187,0.000000,0.000000,0.000000,0.000000,0.836743,0.963533,0.234341,0.972291,0.378621,0.819725,0.051067,0.084333,0.899005,0.000000,0.000000,1.620152,0.946208,0.724099,0.638002,0.552427,0.527069,1.630791,0.558298,1.486249,0.000000,0.000000
1.189278,0.358567,4.181957,0.555317,0.971107,0.308132,0.263613,0.360527,0.562182,0.472005,0.555113,1.949339,0.083262,0.343029,0.461187,0.000000,0.000000,0.000000,0.000000,0.836743,0.963533,0.234341,0.972291,0.378621,0.819725,0.051067,0.084333,0.899005,0.000000,0.000000,1.620152,0.946208,0.724099,0.638002,0.552427,0.527069,1.630791,0.558298,1.486249,0.000000,0.000000
1.199237,0.356090,4.233688,0.551103,0.956349,0.307552,0.259292,0.364283,0.552220,0.472834,0.553896,1.949190,0.083383,0.343656,0.451071,0.000000,0.000000,0.000000,0.000000,0.839250,0.960968,0.236787,0.978705,0.383645,0.831788,0.050580,0.083839,0.899043,0.000000,0.000000,1.623530,0.952446,0.726923,0.650110,0.544557,0.524221,1.650923,0.563205,1.477074,0.000000,0.000000
1.199237,0.356090,4.233688,0.551103,0.956349,0.307552,0.259292,0.364283,0.552220,0.472834,0.553896,1.949190,0.083383,0.343656,0.451071,0.000000,0.000000,0.000000,0.000000,0.839250,0.960968,0.236787,0.978705,0.383645,0.831788,0.050580,0.083839,0.899043,0.000000,0.000000,1.623530,0.952446,0.726923,0.650110,0.544557,0.524221,1.650923,0.563205,1.477074,0.000000,0.000000
1.202743,0.351107,4.197003,0.551444,0.935662,0.304292,0.259981,0.361176,0.553765,0.470261,0.559288,1.943951,0.084160,0.344927,0.453858,0.000000,0.000000,0.000000,0.000000,0.837141,0.954861,0.233719,0.985826,0.376443,0.837436,0.052078,0.081851,0.896865,0.000000,0.000000,1.637640,0.955229,0.732074,0.652236,0.545164,0.521580,1.679889,0.564412,1.478750,0.000000,0.000000
1.204829,0.349468,4.165687,0.545634,0.929403,0.304197,0.266350,0.357717,0.556535,0.472076,0.558356,1.962985,0.084688,0.346233,0.452937,0.000000,0.000000,0.000000,0.000000,0.842538,0.959761,0.233066,0.975299,0.374306,0.834936,0.051349,0.082450,0.900615,0.000000,0.000000,1.637964,0.972073,0.735142,0.651786,0.540585,0.519773,1.674762,0.561272,1.488431,0.000000,0.000000
1.204829,0.349468,4.165687,0.545634,0.929403,0.304197,0.266350,0.357717,0.556535,0.472076,0.558356,1.962985,0.084688,0.346233,0.452937,0.000000,0.000000,0.000000,0.000000,0.842538,0.959761,0.233066,0.975299,0.374306,0.834936,0.051349,0.082450,0.900615,0.000000,0.000000,1.637964,0.972073,0.735142,0.651786,0.540585,0.519773,1.674762,0.561272,1.488431,0.000000,0.000000
1.204829,0.349468,4.165687,0.545634,0.929403,0.304197,0.266350,0.357717,0.556535,0.472076,0.558356,1.962985,0.084688,0.346233,0.452937,0.000000,0.000000,0.000000,0.000000,0.842538,0.959761,0.233066,0.975299,0.374306,0.834936,0.051349,0.082450,0.900615,0.000000,0.000000,1.637964,0.972073,0.735142,0.651786,0.540585,0.519773,1.674762,0.561272,1.488431,0.000000,0.000000
1.227883,0.356560,4.166291,0.548204,0.926678,0.302104,0.267078,0.359297,0.570214,0.470018,0.559806,1.982602,0.084747,0.346238,0.460042,0.000000,0.000000,0.000000,0.000000,0.853512,0.958195,0.231084,0.961537,0.371011,0.842879,0.051711,0.081082,0.905913,0.000000,0.000000,1.632700,0.974208,0.746616,0.651021,0.537467,0.506856,1.694124,0.560418,1.460438,0.000000,0.000000
1.227883,0.356560,4.166291,0.548204,0.926678,0.302104,0.267078,0.359297,0.570214,0.470018,0.559806,1.982602,0.084747,0.346238,0.460042,0.000000,0.000000,0.000000,0.000000,0.853512,0.958195,0.231084,0.961537,0.371011,0.842879,0.051711,0.081082,0.905913,0.000000,0.000000,1.632700,0.974208,0.746616,0.651021,0.537467,0.506856,1.694124,0.560418,1.460438,0.000000,0.000000
1.227883,0.356560,4.166291,0.548204,0.926678,0.302104,0.267078,0.359297,0.570214,0.470018,0.559806,1.982602,0.084747,0.346238,0.460042,0.000000,0.000000,0.000000,0.000000,0.853512,0.958195,0.231084,0.961537,0.371011,0.842879,0.051711,0.081082,0.905913,0.000000,0.000000,1.632700,0.974208,0.746616,0.651021,0.537467,0.506856,1.694124,0.560418,1.460438,0.000000,0.000000
1.241102,0.356989,4.171586,0.537864,0.931673,0.305999,0.263948,0.362931,0.584543,0.473831,0.556778,2.003262,0.082341,0.352844,0.453726,0.000000,0.000000,0.000000,0.000000,0.852447,0.951629,0.231212,0.965391,0.368898,0.840090,0.051644,0.080526,0.918205,0.000000,0.000000,1.623357,0.957338,0.752856,0.649881,0.547360,0.515430,1.708574,0.567323,1.465332,0.000000,0.000000
1.241102,0.356989,4.171586,0.537864,0.931673,0.305999,0.263948,0.362931,0.584543,0.473831,0.556778,2.003262,0.082341,0.352844,0.453726,0.000000,0.000000,0.000000,0.000000,0.852447,0.951629,0.231212,0.965391,0.368898,0.840090,0.051644,0.080526,0.918205,0.000000,0.000000,1.623357,0.957338,0.752856,0.649881,0.547360,0.515430,1.708574,0.567323,1.465332,0.000000,0.000000
1.237898,0.358513,4.171782,0.538865,0.895698,0.303513,0.264195,0.361613,0.580548,0.475278,0.553592,1.995124,0.081035,0.348217,0.461650,0.000000,0.000000,0.000000,0.000000,0.847652,0.940640,0.232920,0.974400,0.375436,0.842848,0.051241,0.080383,0.915151,0.000000,0.000000,1.623657,0.956959,0.761074,0.642052,0.554347,0.510898,1.683529,0.576668,1.462346,0.000000,0.000000
1.237414,0.363481,4.161660,0.538628,0.898876,0.304888,0.264731,0.361724,0.577667,0.471417,0.558128,2.004076,0.081442,0.351089,0.458992,0.000000,0.000000,0.000000,0.000000,0.833758,0.932076,0.233292,0.974810,0.381078,0.855028,0.050018,0.080500,0.919124,0.000000,0.000000,1.602773,0.986721,0.760419,0.641623,0.555211,0.508862,1.671585,0.567858,1.466288,0.000000,0.000000
1.237414,0.363481,4.161660,0.538628,0.898876,0.304888,0.264731,0.361724,0.577667,0.471417,0.558128,2.004076,0.081442,0.351089,0.458992,0.000000,0.000000,0.000000,0.000000,0.833758,0.932076,0.233292,0.974810,0.381078,0.855028,0.050018,0.080500,0.919124,0.000000,0.000000,1.602773,0.986721,0.760419,0.641623,0.555211,0.508862,1.671585,0.567858,1.466288,0.000000,0.000000
1.237414,0.363481,4.161660,0.538628,0.898876,0.304888,0.264731,0.361724,0.577667,0.471417,0.558128,2.004076,0.081442,0.351089,0.458992,0.000000,0.000000,0.000000,0.000000,0.833758,0.932076,0.233292,0.974810,0.381078,0.855028,0.050018,0.080500,0.919124,0.000000,0.000000,1.602773,0.986721,0.760419,0.641623,0.555211,0.508862,1.671585,0.567858,1.466288,0.000000,0.000000
1.237414,0.363481,4.161660,0.538628,0.898876,0.304888,0.264731,0.361724,0.577667,0.471417,0.558128,2.004076,0.081442,0.351089,0.458992,0.000000,0.000000,0.000000,0.000000,0.833758,0.932076,0.233292,0.974810,0.381078,0.855028,0.050018,0.080500,0.919124,0.000000,0.000000,1.602773,0.986721,0.760419,0.641623,0.555211,0.508862,1.671585,0.567858,1.466288,0.000000,0.000000
