sigma,theta,kai,inv_zeta,mu,phi_o_y,gamma_w,ksi_w,gamma_p,ksi_p,phi_r,phi_pi,phi_y,z_star_bar,psi_bar,eta,n_k,mu_E,r_E_bar,rho_b,rho_g,rho_w,rho_p,rho_r,rho_nu,rho_z,rho_psi,rho_i,rho_efp,rho_nw,sigma_b,sigma_g,sigma_w,sigma_p,sigma_r,sigma_nu,sigma_z,sigma_psi,sigma_i,sigma_efp,sigma_nw
0.829065,0.384062,2.122643,0.428277,1.941264,0.993421,0.496501,0.485753,0.827631,0.364309,0.462997,1.913657,0.088425,0.280628,0.424185,0.988404,0.631121,0.031600,1.198725,0.713540,0.948385,0.105159,0.491790,0.394848,0.778868,0.166050,0.138068,0.973707,0.924773,0.691113,1.161796,0.935425,0.653603,0.599079,0.632176,0.504847,0.726955,0.515479,2.220947,0.378441,0.992022
0.832642,0.385981,2.126911,0.428123,1.934400,0.995936,0.495426,0.482599,0.830624,0.367531,0.464410,1.912693,0.088669,0.283529,0.425362,0.992144,0.628714,0.031502,1.200489,0.712467,0.944066,0.105074,0.491566,0.395696,0.781393,0.165919,0.138042,0.972334,0.918341,0.693574,1.156318,0.940427,0.649422,0.602754,0.626868,0.502772,0.728809,0.519261,2.231254,0.379161,0.987597
0.830900,0.385739,2.115092,0.429651,1.933826,0.999710,0.495315,0.482200,0.833804,0.367007,0.466672,1.905594,0.089513,0.283996,0.424015,0.995580,0.628536,0.031280,1.209483,0.715387,0.941875,0.105112,0.493678,0.396789,0.779528,0.165902,0.137259,0.965931,0.915155,0.693220,1.154342,0.946984,0.652579,0.604239,0.624768,0.503664,0.727933,0.516607,2.227036,0.380598,0.989361
0.830900,0.385739,2.115092,0.429651,1.933826,0.999710,0.495315,0.482200,0.833804,0.367007,0.466672,1.905594,0.089513,0.283996,0.424015,0.995580,0.628536,0.031280,1.209483,0.715387,0.941875,0.105112,0.493678,0.396789,0.779528,0.165902,0.137259,0.965931,0.915155,0.693220,1.154342,0.946984,0.652579,0.604239,0.624768,0.503664,0.727933,0.516607,2.227036,0.380598,0.989361
0.830900,0.385739,2.115092,0.429651,1.933826,0.999710,0.495315,0.482200,0.833804,0.367007,0.466672,1.905594,0.089513,0.283996,0.424015,0.995580,0.628536,0.031280,1.209483,0.715387,0.941875,0.105112,0.493678,0.396789,0.779528,0.165902,0.137259,0.965931,0.915155,0.693220,1.154342,0.946984,0.652579,0.604239,0.624768,0.503664,0.727933,0.516607,2.227036,0.380598,0.989361
0.830900,0.385739,2.115092,0.429651,1.933826,0.999710,0.495315,0.482200,0.833804,0.367007,0.466672,1.905594,0.089513,0.283996,0.424015,0.995580,0.628536,0.031280,1.209483,0.715387,0.941875,0.105112,0.493678,0.396789,0.779528,0.165902,0.137259,0.965931,0.915155,0.693220,1.154342,0.946984,0.652579,0.604239,0.624768,0.503664,0.727933,0.516607,2.227036,0.380598,0.989361
0.826140,0.387149,2.117448,0.431316,1.928641,0.997992,0.496804,0.481574,0.830241,0.365541,0.462401,1.901667,0.089595,0.282003,0.423464,0.994177,0.625617,0.031513,1.209061,0.715104,0.951028,0.104955,0.491697,0.394986,0.784505,0.165763,0.137251,0.969177,0.909863,0.695416,1.161466,0.950928,0.650533,0.604699,0.625936,0.504397,0.724465,0.514755,2.228608,0.380215,0.996002
0.826140,0.387149,2.117448,0.431316,1.928641,0.997992,0.496804,0.481574,0.830241,0.365541,0.462401,1.901667,0.089595,0.282003,0.423464,0.994177,0.625617,0.031513,1.209061,0.715104,0.951028,0.104955,0.491697,0.394986,0.784505,0.165763,0.137251,0.969177,0.909863,0.695416,1.161466,0.950928,0.650533,0.604699,0.625936,0.504397,0.724465,0.514755,2.228608,0.380215,0.996002
0.826140,0.387149,2.117448,0.431316,1.928641,0.997992,0.496804,0.481574,0.830241,0.365541,0.462401,1.901667,0.089595,0.282003,0.423464,0.994177,0.625617,0.031513,1.209061,0.715104,0.951028,0.104955,0.491697,0.394986,0.784505,0.165763,0.137251,0.969177,0.909863,0.695416,1.161466,0.950928,0.650533,0.604699,0.625936,0.504397,0.724465,0.514755,2.228608,0.380215,0.996002
0.826140,0.387149,2.117448,0.431316,1.928641,0.997992,0.496804,0.481574,0.830241,0.365541,0.462401,1.901667,0.089595,0.282003,0.423464,0.994177,0.625617,0.031513,1.209061,0.715104,0.951028,0.104955,0.491697,0.394986,0.784505,0.165763,0.137251,0.969177,0.909863,0.695416,1.161466,0.950928,0.650533,0.604699,0.625936,0.504397,0.724465,0.514755,2.228608,0.380215,0.996002
0.828317,0.384437,2.122033,0.432077,1.921517,0.995945,0.495763,0.479962,0.834720,0.364225,0.462331,1.897655,0.090195,0.282119,0.425183,0.993741,0.626105,0.031429,1.212407,0.719654,0.943607,0.105228,0.493628,0.395016,0.781221,0.165197,0.138082,0.967013,0.909906,0.699227,1.166687,0.947694,0.648201,0.598866,0.627515,0.501877,0.725552,0.511797,2.235388,0.381518,0.995605
0.830610,0.388537,2.103662,0.431011,1.917125,0.997423,0.497390,0.478046,0.835583,0.365009,0.461647,1.889273,0.089850,0.280760,0.426719,0.993821,0.631040,0.031553,1.204970,0.716106,0.945922,0.105375,0.493293,0.393400,0.780116,0.166947,0.137881,0.967289,0.915743,0.697702,1.169111,0.947197,0.649020,0.599843,0.629754,0.500455,0.725996,0.512220,2.235854,0.383527,0.999420
0.830610,0.388537,2.103662,0.431011,1.917125,0.997423,0.497390,0.478046,0.835583,0.365009,0.461647,1.889273,0.089850,0.280760,0.426719,0.993821,0.631040,0.031553,1.204970,0.716106,0.945922,0.105375,0.493293,0.393400,0.780116,0.166947,0.137881,0.967289,0.915743,0.697702,1.169111,0.947197,0.649020,0.599843,0.629754,0.500455,0.725996,0.512220,2.235854,0.383527,0.999420
0.830610,0.388537,2.103662,0.431011,1.917125,0.997423,0.497390,0.478046,0.835583,0.365009,0.461647,1.889273,0.089850,0.280760,0.426719,0.993821,0.631040,0.031553,1.204970,0.716106,0.945922,0.105375,0.493293,0.393400,0.780116,0.166947,0.137881,0.967289,0.915743,0.697702,1.169111,0.947197,0.649020,0.599843,0.629754,0.500455,0.725996,0.512220,2.235854,0.383527,0.999420
0.830610,0.388537,2.103662,0.431011,1.917125,0.997423,0.497390,0.478046,0.835583,0.365009,0.461647,1.889273,0.089850,0.280760,0.426719,0.993821,0.631040,0.031553,1.204970,0.716106,0.945922,0.105375,0.493293,0.393400,0.780116,0.166947,0.137881,0.967289,0.915743,0.697702,1.169111,0.947197,0.649020,0.599843,0.629754,0.500455,0.725996,0.512220,2.235854,0.383527,0.999420
0.830610,0.388537,2.103662,0.431011,1.917125,0.997423,0.497390,0.478046,0.835583,0.365009,0.461647,1.889273,0.089850,0.280760,0.426719,0.993821,0.631040,0.031553,1.204970,0.716106,0.945922,0.105375,0.493293,0.393400,0.780116,0.166947,0.137881,0.967289,0.915743,0.697702,1.169111,0.947197,0.649020,0.599843,0.629754,0.500455,0.725996,0.512220,2.235854,0.383527,0.999420
0.830610,0.388537,2.103662,0.431011,1.917125,0.997423,0.497390,0.478046,0.835583,0.365009,0.461647,1.889273,0.089850,0.280760,0.426719,0.993821,0.631040,0.031553,1.204970,0.716106,0.945922,0.105375,0.493293,0.393400,0.780116,0.166947,0.137881,0.967289,0.915743,0.697702,1.169111,0.947197,0.649020,0.599843,0.629754,0.500455,0.725996,0.512220,2.235854,0.383527,0.999420
0.830610,0.388537,2.103662,0.431011,1.917125,0.997423,0.497390,0.478046,0.835583,0.365009,0.461647,1.889273,0.089850,0.280760,0.426719,0.993821,0.631040,0.031553,1.204970,0.716106,0.945922,0.105375,0.493293,0.393400,0.780116,0.166947,0.137881,0.967289,0.915743,0.697702,1.169111,0.947197,0.649020,0.599843,0.629754,0.500455,0.725996,0.512220,2.235854,0.383527,0.999420
0.830610,0.388537,2.103662,0.431011,1.917125,0.997423,0.497390,0.478046,0.835583,0.365009,0.461647,1.889273,0.089850,0.280760,0.426719,0.993821,0.631040,0.031553,1.204970,0.716106,0.945922,0.105375,0.493293,0.393400,0.780116,0.166947,0.137881,0.967289,0.915743,0.697702,1.169111,0.947197,0.649020,0.599843,0.629754,0.500455,0.725996,0.512220,2.235854,0.383527,0.999420
0.831966,0.388253,2.100888,0.433189,1.909146,0.997552,0.494390,0.475008,0.834483,0.366021,0.459874,1.896708,0.088648,0.281871,0.428968,0.989213,0.627819,0.031486,1.209498,0.710334,0.943613,0.105282,0.495168,0.395193,0.778698,0.168080,0.137626,0.968608,0.913349,0.700261,1.173776,0.947022,0.647391,0.604582,0.632025,0.501255,0.721476,0.513886,2.234678,0.381304,0.996788
0.831966,0.388253,2.100888,0.433189,1.909146,0.997552,0.494390,0.475008,0.834483,0.366021,0.459874,1.896708,0.088648,0.281871,0.428968,0.989213,0.627819,0.031486,1.209498,0.710334,0.943613,0.105282,0.495168,0.395193,0.778698,0.168080,0.137626,0.968608,0.913349,0.700261,1.173776,0.947022,0.647391,0.604582,0.632025,0.501255,0.721476,0.513886,2.234678,0.381304,0.996788
0.829490,0.388951,2.111422,0.431702,1.900653,0.998115,0.494894,0.472721,0.833813,0.365201,0.457515,1.902513,0.088208,0.280906,0.426405,0.988007,0.628477,0.031251,1.205858,0.707357,0.945162,0.105231,0.492798,0.395395,0.778700,0.168312,0.137692,0.969544,0.911731,0.703802,1.179364,0.950483,0.650379,0.608897,0.634266,0.506633,0.724616,0.513715,2.230072,0.378965,0.997614
0.829490,0.388951,2.111422,0.431702,1.900653,0.998115,0.494894,0.472721,0.833813,0.365201,0.457515,1.902513,0.088208,0.280906,0.426405,0.988007,0.628477,0.031251,1.205858,0.707357,0.945162,0.105231,0.492798,0.395395,0.778700,0.168312,0.137692,0.969544,0.911731,0.703802,1.179364,0.950483,0.650379,0.608897,0.634266,0.506633,0.724616,0.513715,2.230072,0.378965,0.997614
0.829490,0.388951,2.111422,0.431702,1.900653,0.998115,0.494894,0.472721,0.833813,0.365201,0.457515,1.902513,0.088208,0.280906,0.426405,0.988007,0.628477,0.031251,1.205858,0.707357,0.945162,0.105231,0.492798,0.395395,0.778700,0.168312,0.137692,0.969544,0.911731,0.703802,1.179364,0.950483,0.650379,0.608897,0.634266,0.506633,0.724616,0.513715,2.230072,0.378965,0.997614
0.829490,0.388951,2.111422,0.431702,1.900653,0.998115,0.494894,0.472721,0.833813,0.365201,0.457515,1.902513,0.088208,0.280906,0.426405,0.988007,0.628477,0.031251,1.205858,0.707357,0.945162,0.105231,0.492798,0.395395,0.778700,0.168312,0.137692,0.969544,0.911731,0.703802,1.179364,0.950483,0.650379,0.608897,0.634266,0.506633,0.724616,0.513715,2.230072,0.378965,0.997614
0.827948,0.390809,2.129355,0.432057,1.918249,0.998300,0.497211,0.474472,0.835527,0.364077,0.459432,1.891970,0.088133,0.280123,0.427267,0.991453,0.626416,0.031281,1.206344,0.706553,0.948143,0.104877,0.494501,0.400148,0.779753,0.166304,0.136348,0.971251,0.909623,0.709448,1.180784,0.949452,0.647771,0.605161,0.636308,0.500422,0.726570,0.513045,2.222814,0.377783,0.996471
0.827948,0.390809,2.129355,0.432057,1.918249,0.998300,0.497211,0.474472,0.835527,0.364077,0.459432,1.891970,0.088133,0.280123,0.427267,0.991453,0.626416,0.031281,1.206344,0.706553,0.948143,0.104877,0.494501,0.400148,0.779753,0.166304,0.136348,0.971251,0.909623,0.709448,1.180784,0.949452,0.647771,0.605161,0.636308,0.500422,0.726570,0.513045,2.222814,0.377783,0.996471
0.827948,0.390809,2.129355,0.432057,1.918249,0.998300,0.497211,0.474472,0.835527,0.364077,0.459432,1.891970,0.088133,0.280123,0.427267,0.991453,0.626416,0.031281,1.206344,0.706553,0.948143,0.104877,0.494501,0.400148,0.779753,0.166304,0.136348,0.971251,0.909623,0.709448,1.180784,0.949452,0.647771,0.605161,0.636308,0.500422,0.726570,0.513045,2.222814,0.377783,0.996471
0.827948,0.390809,2.129355,0.432057,1.918249,0.998300,0.497211,0.474472,0.835527,0.364077,0.459432,1.891970,0.088133,0.280123,0.427267,0.991453,0.626416,0.031281,1.206344,0.706553,0.948143,0.104877,0.494501,0.400148,0.779753,0.166304,0.136348,0.971251,0.909623,0.709448,1.180784,0.949452,0.647771,0.605161,0.636308,0.500422,0.726570,0.513045,2.222814,0.377783,0.996471
0.827948,0.390809,2.129355,0.432057,1.918249,0.998300,0.497211,0.474472,0.835527,0.364077,0.459432,1.891970,0.088133,0.280123,0.427267,0.991453,0.626416,0.031281,1.206344,0.706553,0.948143,0.104877,0.494501,0.400148,0.779753,0.166304,0.136348,0.971251,0.909623,0.709448,1.180784,0.949452,0.647771,0.605161,0.636308,0.500422,0.726570,0.513045,2.222814,0.377783,0.996471
0.827948,0.390809,2.129355,0.432057,1.918249,0.998300,0.497211,0.474472,0.835527,0.364077,0.459432,1.891970,0.088133,0.280123,0.427267,0.991453,0.626416,0.031281,1.206344,0.706553,0.948143,0.104877,0.494501,0.400148,0.779753,0.166304,0.136348,0.971251,0.909623,0.709448,1.180784,0.949452,0.647771,0.605161,0.636308,0.500422,0.726570,0.513045,2.222814,0.377783,0.996471
0.827948,0.390809,2.129355,0.432057,1.918249,0.998300,0.497211,0.474472,0.835527,0.364077,0.459432,1.891970,0.088133,0.280123,0.427267,0.991453,0.626416,0.031281,1.206344,0.706553,0.948143,0.104877,0.494501,0.400148,0.779753,0.166304,0.136348,0.971251,0.909623,0.709448,1.180784,0.949452,0.647771,0.605161,0.636308,0.500422,0.726570,0.513045,2.222814,0.377783,0.996471
0.827948,0.390809,2.129355,0.432057,1.918249,0.998300,0.497211,0.474472,0.835527,0.364077,0.459432,1.891970,0.088133,0.280123,0.427267,0.991453,0.626416,0.031281,1.206344,0.706553,0.948143,0.104877,0.494501,0.400148,0.779753,0.166304,0.136348,0.971251,0.909623,0.709448,1.180784,0.949452,0.647771,0.605161,0.636308,0.500422,0.726570,0.513045,2.222814,0.377783,0.996471
0.827398,0.391452,2.123824,0.428551,1.925924,0.998534,0.499540,0.472938,0.834442,0.364130,0.458651,1.898646,0.087955,0.279841,0.424001,0.993192,0.625567,0.031028,1.202362,0.706011,0.947396,0.104254,0.493428,0.400859,0.778416,0.166419,0.136997,0.974607,0.914514,0.708097,1.176303,0.955990,0.644283,0.604618,0.634420,0.500888,0.721139,0.511602,2.212697,0.380657,0.995536
0.827398,0.391452,2.123824,0.428551,1.925924,0.998534,0.499540,0.472938,0.834442,0.364130,0.458651,1.898646,0.087955,0.279841,0.424001,0.993192,0.625567,0.031028,1.202362,0.706011,0.947396,0.104254,0.493428,0.400859,0.778416,0.166419,0.136997,0.974607,0.914514,0.708097,1.176303,0.955990,0.644283,0.604618,0.634420,0.500888,0.721139,0.511602,2.212697,0.380657,0.995536
0.827398,0.391452,2.123824,0.428551,1.925924,0.998534,0.499540,0.472938,0.834442,0.364130,0.458651,1.898646,0.087955,0.279841,0.424001,0.993192,0.625567,0.031028,1.202362,0.706011,0.947396,0.104254,0.493428,0.400859,0.778416,0.166419,0.136997,0.974607,0.914514,0.708097,1.176303,0.955990,0.644283,0.604618,0.634420,0.500888,0.721139,0.511602,2.212697,0.380657,0.995536
0.828912,0.391508,2.134827,0.428502,1.929708,0.996334,0.500027,0.474110,0.834758,0.364079,0.460802,1.890201,0.086694,0.280921,0.425964,0.988164,0.626361,0.030932,1.200230,0.707507,0.951977,0.104213,0.495263,0.403967,0.778654,0.165870,0.136860,0.975115,0.915559,0.712144,1.172438,0.954192,0.641520,0.604911,0.638429,0.504550,0.719518,0.512387,2.215487,0.377946,0.993028
0.828912,0.391508,2.134827,0.428502,1.929708,0.996334,0.500027,0.474110,0.834758,0.364079,0.460802,1.890201,0.086694,0.280921,0.425964,0.988164,0.626361,0.030932,1.200230,0.707507,0.951977,0.104213,0.495263,0.403967,0.778654,0.165870,0.136860,0.975115,0.915559,0.712144,1.172438,0.954192,0.641520,0.604911,0.638429,0.504550,0.719518,0.512387,2.215487,0.377946,0.993028
0.823970,0.393038,2.128997,0.428744,1.924617,0.995764,0.500761,0.472084,0.834328,0.366157,0.459622,1.887350,0.086377,0.282082,0.427441,0.985044,0.623020,0.030906,1.205828,0.710562,0.952117,0.104196,0.493402,0.405372,0.781586,0.165612,0.137668,0.974656,0.914283,0.709500,1.171522,0.961967,0.633443,0.602463,0.640882,0.502423,0.719997,0.510666,2.212305,0.378197,0.997667
0.823970,0.393038,2.128997,0.428744,1.924617,0.995764,0.500761,0.472084,0.834328,0.366157,0.459622,1.887350,0.086377,0.282082,0.427441,0.985044,0.623020,0.030906,1.205828,0.710562,0.952117,0.104196,0.493402,0.405372,0.781586,0.165612,0.137668,0.974656,0.914283,0.709500,1.171522,0.961967,0.633443,0.602463,0.640882,0.502423,0.719997,0.510666,2.212305,0.378197,0.997667
0.826971,0.395298,2.114794,0.427768,1.923596,0.992030,0.497223,0.473263,0.833689,0.366715,0.458763,1.887049,0.087034,0.282468,0.429172,0.991025,0.624602,0.030859,1.204233,0.712524,0.951454,0.104144,0.489568,0.403403,0.783030,0.164613,0.137838,0.972487,0.917184,0.712541,1.170422,0.960809,0.631426,0.600354,0.640165,0.503235,0.717078,0.513973,2.192691,0.379251,1.001915
0.826562,0.392893,2.113300,0.429284,1.923422,0.985636,0.501565,0.474904,0.838790,0.368307,0.462980,1.891204,0.086732,0.282559,0.429014,0.988756,0.621158,0.030738,1.207487,0.714725,0.954359,0.104372,0.489289,0.403245,0.788893,0.164422,0.138114,0.970472,0.918165,0.714391,1.164802,0.961093,0.629652,0.596471,0.636993,0.506130,0.717647,0.513227,2.195143,0.380359,1.005192
0.826562,0.392893,2.113300,0.429284,1.923422,0.985636,0.501565,0.474904,0.838790,0.368307,0.462980,1.891204,0.086732,0.282559,0.429014,0.988756,0.621158,0.030738,1.207487,0.714725,0.954359,0.104372,0.489289,0.403245,0.788893,0.164422,0.138114,0.970472,0.918165,0.714391,1.164802,0.961093,0.629652,0.596471,0.636993,0.506130,0.717647,0.513227,2.195143,0.380359,1.005192
0.824492,0.391373,2.113410,0.428275,1.922849,0.995871,0.499880,0.473643,0.839129,0.366596,0.462724,1.890767,0.086760,0.284566,0.429621,0.987439,0.620159,0.030796,1.204476,0.716235,0.954928,0.104184,0.490190,0.405814,0.793356,0.163973,0.137827,0.973815,0.918136,0.713466,1.157771,0.955491,0.625393,0.594927,0.638300,0.510349,0.720382,0.509254,2.214507,0.379883,1.003063
0.824492,0.391373,2.113410,0.428275,1.922849,0.995871,0.499880,0.473643,0.839129,0.366596,0.462724,1.890767,0.086760,0.284566,0.429621,0.987439,0.620159,0.030796,1.204476,0.716235,0.954928,0.104184,0.490190,0.405814,0.793356,0.163973,0.137827,0.973815,0.918136,0.713466,1.157771,0.955491,0.625393,0.594927,0.638300,0.510349,0.720382,0.509254,2.214507,0.379883,1.003063
0.828861,0.390705,2.118449,0.426740,1.918613,0.992263,0.498818,0.475600,0.838550,0.366592,0.462583,1.885998,0.087268,0.285708,0.429515,0.988995,0.621546,0.030864,1.204395,0.719250,0.953002,0.104694,0.490311,0.405386,0.795068,0.163676,0.137722,0.975042,0.913027,0.711823,1.157704,0.959805,0.627496,0.596118,0.640290,0.509188,0.718941,0.508619,2.209130,0.379969,1.010238
0.828861,0.390705,2.118449,0.426740,1.918613,0.992263,0.498818,0.475600,0.838550,0.366592,0.462583,1.885998,0.087268,0.285708,0.429515,0.988995,0.621546,0.030864,1.204395,0.719250,0.953002,0.104694,0.490311,0.405386,0.795068,0.163676,0.137722,0.975042,0.913027,0.711823,1.157704,0.959805,0.627496,0.596118,0.640290,0.509188,0.718941,0.508619,2.209130,0.379969,1.010238
0.826425,0.392952,2.114257,0.428698,1.920399,0.988910,0.499275,0.472606,0.836213,0.365648,0.461301,1.883735,0.087234,0.288673,0.428755,0.996190,0.621537,0.031150,1.212058,0.716214,0.955145,0.104623,0.491969,0.401939,0.795875,0.163705,0.137348,0.975120,0.908994,0.707786,1.153631,0.957056,0.632479,0.598639,0.634536,0.506929,0.717244,0.507785,2.212083,0.380837,1.013853
0.822992,0.390279,2.109576,0.427339,1.918611,0.981929,0.499022,0.474444,0.838334,0.364133,0.458643,1.882424,0.087613,0.291794,0.428793,0.987855,0.623075,0.030913,1.215950,0.714850,0.962329,0.103964,0.489928,0.400713,0.799371,0.164589,0.137632,0.975512,0.903504,0.710280,1.158229,0.957323,0.629943,0.597385,0.634830,0.504375,0.716615,0.506343,2.198392,0.380311,1.010546
0.821375,0.390375,2.097960,0.431408,1.917108,0.980463,0.497769,0.470558,0.837939,0.365248,0.460515,1.878126,0.087613,0.293538,0.430754,0.990832,0.622946,0.030954,1.213523,0.715179,0.964068,0.103053,0.489489,0.399481,0.805612,0.164542,0.137342,0.973664,0.903812,0.712912,1.163339,0.957919,0.624587,0.595374,0.635164,0.503476,0.717254,0.505260,2.189566,0.380134,1.007990
0.816119,0.388725,2.101182,0.434591,1.920513,0.980731,0.496300,0.468347,0.839033,0.365124,0.462355,1.878272,0.087378,0.292240,0.429687,0.984327,0.622523,0.031044,1.217295,0.708304,0.963226,0.102615,0.485368,0.400220,0.808957,0.163089,0.137926,0.976912,0.907872,0.710307,1.157460,0.963602,0.623106,0.593320,0.636177,0.501612,0.713681,0.504279,2.204374,0.378142,1.012935
0.815395,0.388001,2.104056,0.434796,1.933750,0.982457,0.495800,0.469282,0.840183,0.363912,0.461053,1.873910,0.086841,0.292420,0.429527,0.986265,0.620196,0.031130,1.228758,0.705374,0.957415,0.102634,0.481742,0.403685,0.810722,0.163638,0.138079,0.972339,0.906535,0.713422,1.161273,0.962617,0.623075,0.592874,0.633462,0.501573,0.713546,0.503541,2.209089,0.378550,1.014455
0.815395,0.388001,2.104056,0.434796,1.933750,0.982457,0.495800,0.469282,0.840183,0.363912,0.461053,1.873910,0.086841,0.292420,0.429527,0.986265,0.620196,0.031130,1.228758,0.705374,0.957415,0.102634,0.481742,0.403685,0.810722,0.163638,0.138079,0.972339,0.906535,0.713422,1.161273,0.962617,0.623075,0.592874,0.633462,0.501573,0.713546,0.503541,2.209089,0.378550,1.014455
0.815395,0.388001,2.104056,0.434796,1.933750,0.982457,0.495800,0.469282,0.840183,0.363912,0.461053,1.873910,0.086841,0.292420,0.429527,0.986265,0.620196,0.031130,1.228758,0.705374,0.957415,0.102634,0.481742,0.403685,0.810722,0.163638,0.138079,0.972339,0.906535,0.713422,1.161273,0.962617,0.623075,0.592874,0.633462,0.501573,0.713546,0.503541,2.209089,0.378550,1.014455
0.815395,0.388001,2.104056,0.434796,1.933750,0.982457,0.495800,0.469282,0.840183,0.363912,0.461053,1.873910,0.086841,0.292420,0.429527,0.986265,0.620196,0.031130,1.228758,0.705374,0.957415,0.102634,0.481742,0.403685,0.810722,0.163638,0.138079,0.972339,0.906535,0.713422,1.161273,0.962617,0.623075,0.592874,0.633462,0.501573,0.713546,0.503541,2.209089,0.378550,1.014455
0.813055,0.390128,2.114073,0.433310,1.928850,0.983404,0.496550,0.470206,0.834435,0.362298,0.460350,1.872146,0.086912,0.293765,0.426877,0.986903,0.622524,0.031096,1.227951,0.706287,0.956975,0.102477,0.486239,0.403853,0.811592,0.164001,0.138586,0.974532,0.910258,0.709715,1.150283,0.965389,0.623304,0.592149,0.636788,0.501662,0.714322,0.502464,2.214498,0.377427,1.012811
0.813055,0.390128,2.114073,0.433310,1.928850,0.983404,0.496550,0.470206,0.834435,0.362298,0.460350,1.872146,0.086912,0.293765,0.426877,0.986903,0.622524,0.031096,1.227951,0.706287,0.956975,0.102477,0.486239,0.403853,0.811592,0.164001,0.138586,0.974532,0.910258,0.709715,1.150283,0.965389,0.623304,0.592149,0.636788,0.501662,0.714322,0.502464,2.214498,0.377427,1.012811
0.810441,0.393347,2.118786,0.434946,1.915096,0.983538,0.494661,0.469671,0.833503,0.363967,0.458808,1.878975,0.087523,0.293217,0.428872,0.988432,0.621547,0.030905,1.228372,0.706929,0.957891,0.102830,0.485162,0.405524,0.811955,0.164818,0.139098,0.978585,0.908837,0.706036,1.149729,0.967272,0.626652,0.595936,0.637012,0.501661,0.715311,0.504741,2.213307,0.377782,1.016389
0.810460,0.393775,2.118369,0.437026,1.910651,0.984798,0.496809,0.468898,0.829510,0.363526,0.458030,1.886772,0.087502,0.291757,0.431365,0.988204,0.620939,0.030933,1.228814,0.708799,0.961318,0.102897,0.485373,0.405234,0.820655,0.165120,0.138610,0.974943,0.908139,0.709033,1.149011,0.964987,0.626614,0.596108,0.635644,0.501801,0.716963,0.510592,2.211157,0.377414,1.014549
0.814822,0.391593,2.108872,0.441012,1.928983,0.986200,0.498398,0.468434,0.831534,0.361485,0.458324,1.891796,0.087660,0.294536,0.431616,0.989638,0.618627,0.030998,1.231239,0.706579,0.954816,0.102525,0.484919,0.403535,0.824558,0.165488,0.139476,0.976672,0.906312,0.707367,1.148325,0.966784,0.624362,0.593982,0.635305,0.502263,0.715889,0.507262,2.203678,0.374110,1.015873
0.814822,0.391593,2.108872,0.441012,1.928983,0.986200,0.498398,0.468434,0.831534,0.361485,0.458324,1.891796,0.087660,0.294536,0.431616,0.989638,0.618627,0.030998,1.231239,0.706579,0.954816,0.102525,0.484919,0.403535,0.824558,0.165488,0.139476,0.976672,0.906312,0.707367,1.148325,0.966784,0.624362,0.593982,0.635305,0.502263,0.715889,0.507262,2.203678,0.374110,1.015873
0.812598,0.389918,2.114791,0.439772,1.929533,0.987076,0.498642,0.470589,0.835312,0.360611,0.460514,1.886234,0.088066,0.295023,0.430148,0.983454,0.618597,0.031057,1.234508,0.709041,0.951275,0.101797,0.483343,0.407891,0.824988,0.166089,0.139278,0.975862,0.908585,0.709339,1.156472,0.965775,0.625834,0.594146,0.632830,0.502061,0.717863,0.504572,2.193363,0.374074,1.018711
0.812598,0.389918,2.114791,0.439772,1.929533,0.987076,0.498642,0.470589,0.835312,0.360611,0.460514,1.886234,0.088066,0.295023,0.430148,0.983454,0.618597,0.031057,1.234508,0.709041,0.951275,0.101797,0.483343,0.407891,0.824988,0.166089,0.139278,0.975862,0.908585,0.709339,1.156472,0.965775,0.625834,0.594146,0.632830,0.502061,0.717863,0.504572,2.193363,0.374074,1.018711
0.811270,0.391885,2.121682,0.440573,1.937582,0.988558,0.497609,0.470993,0.837010,0.358107,0.463747,1.886896,0.087790,0.293966,0.430329,0.983407,0.620031,0.030894,1.234810,0.706956,0.947566,0.101578,0.485953,0.410295,0.824426,0.167533,0.138561,0.977311,0.915605,0.707885,1.149134,0.971868,0.629887,0.596227,0.631815,0.504482,0.719678,0.502851,2.194287,0.373534,1.024961
0.811270,0.391885,2.121682,0.440573,1.937582,0.988558,0.497609,0.470993,0.837010,0.358107,0.463747,1.886896,0.087790,0.293966,0.430329,0.983407,0.620031,0.030894,1.234810,0.706956,0.947566,0.101578,0.485953,0.410295,0.824426,0.167533,0.138561,0.977311,0.915605,0.707885,1.149134,0.971868,0.629887,0.596227,0.631815,0.504482,0.719678,0.502851,2.194287,0.373534,1.024961
0.802334,0.389013,2.116264,0.441379,1.943228,0.986856,0.496077,0.470455,0.840411,0.355908,0.466271,1.877015,0.088461,0.295124,0.427538,0.984093,0.613060,0.031014,1.236454,0.705373,0.948226,0.101347,0.484080,0.409626,0.825994,0.166866,0.138173,0.979469,0.911900,0.710253,1.153503,0.977513,0.630941,0.592839,0.633024,0.508042,0.724710,0.505221,2.182921,0.371794,1.018991
0.802334,0.389013,2.116264,0.441379,1.943228,0.986856,0.496077,0.470455,0.840411,0.355908,0.466271,1.877015,0.088461,0.295124,0.427538,0.984093,0.613060,0.031014,1.236454,0.705373,0.948226,0.101347,0.484080,0.409626,0.825994,0.166866,0.138173,0.979469,0.911900,0.710253,1.153503,0.977513,0.630941,0.592839,0.633024,0.508042,0.724710,0.505221,2.182921,0.371794,1.018991
