sigma,theta,kai,inv_zeta,mu,phi_o_y,gamma_w,ksi_w,gamma_p,ksi_p,phi_r,phi_pi,phi_y,z_star_bar,psi_bar,eta,n_k,mu_E,r_E_bar,rho_b,rho_g,rho_w,rho_p,rho_r,rho_nu,rho_z,rho_psi,rho_i,rho_efp,rho_nw,sigma_b,sigma_g,sigma_w,sigma_p,sigma_r,sigma_nu,sigma_z,sigma_psi,sigma_i,sigma_efp,sigma_nw
0.807750,0.389303,2.025115,0.417327,1.968953,0.999732,0.486289,0.469325,0.830711,0.358059,0.469145,1.869157,0.087546,0.284317,0.430261,0.974524,0.605736,0.030897,1.185322,0.724879,0.912561,0.103636,0.507071,0.396994,0.819374,0.167916,0.137619,0.977281,0.919720,0.686244,1.176039,0.958475,0.656488,0.599035,0.636952,0.513948,0.705682,0.504478,2.212247,0.365474,1.001895
0.807750,0.389303,2.025115,0.417327,1.968953,0.999732,0.486289,0.469325,0.830711,0.358059,0.469145,1.869157,0.087546,0.284317,0.430261,0.974524,0.605736,0.030897,1.185322,0.724879,0.912561,0.103636,0.507071,0.396994,0.819374,0.167916,0.137619,0.977281,0.919720,0.686244,1.176039,0.958475,0.656488,0.599035,0.636952,0.513948,0.705682,0.504478,2.212247,0.365474,1.001895
0.811311,0.389977,2.031643,0.416083,1.971473,0.999796,0.486424,0.468334,0.829789,0.356652,0.467442,1.871060,0.088030,0.283761,0.428834,0.967939,0.603505,0.030911,1.188168,0.722035,0.912747,0.103121,0.503167,0.399115,0.817657,0.168148,0.137922,0.974232,0.922909,0.688935,1.180094,0.960693,0.653894,0.598990,0.632670,0.510731,0.702379,0.507937,2.214160,0.364503,0.999858
0.811311,0.389977,2.031643,0.416083,1.971473,0.999796,0.486424,0.468334,0.829789,0.356652,0.467442,1.871060,0.088030,0.283761,0.428834,0.967939,0.603505,0.030911,1.188168,0.722035,0.912747,0.103121,0.503167,0.399115,0.817657,0.168148,0.137922,0.974232,0.922909,0.688935,1.180094,0.960693,0.653894,0.598990,0.632670,0.510731,0.702379,0.507937,2.214160,0.364503,0.999858
0.811311,0.389977,2.031643,0.416083,1.971473,0.999796,0.486424,0.468334,0.829789,0.356652,0.467442,1.871060,0.088030,0.283761,0.428834,0.967939,0.603505,0.030911,1.188168,0.722035,0.912747,0.103121,0.503167,0.399115,0.817657,0.168148,0.137922,0.974232,0.922909,0.688935,1.180094,0.960693,0.653894,0.598990,0.632670,0.510731,0.702379,0.507937,2.214160,0.364503,0.999858
0.811311,0.389977,2.031643,0.416083,1.971473,0.999796,0.486424,0.468334,0.829789,0.356652,0.467442,1.871060,0.088030,0.283761,0.428834,0.967939,0.603505,0.030911,1.188168,0.722035,0.912747,0.103121,0.503167,0.399115,0.817657,0.168148,0.137922,0.974232,0.922909,0.688935,1.180094,0.960693,0.653894,0.598990,0.632670,0.510731,0.702379,0.507937,2.214160,0.364503,0.999858
0.811311,0.389977,2.031643,0.416083,1.971473,0.999796,0.486424,0.468334,0.829789,0.356652,0.467442,1.871060,0.088030,0.283761,0.428834,0.967939,0.603505,0.030911,1.188168,0.722035,0.912747,0.103121,0.503167,0.399115,0.817657,0.168148,0.137922,0.974232,0.922909,0.688935,1.180094,0.960693,0.653894,0.598990,0.632670,0.510731,0.702379,0.507937,2.214160,0.364503,0.999858
0.811311,0.389977,2.031643,0.416083,1.971473,0.999796,0.486424,0.468334,0.829789,0.356652,0.467442,1.871060,0.088030,0.283761,0.428834,0.967939,0.603505,0.030911,1.188168,0.722035,0.912747,0.103121,0.503167,0.399115,0.817657,0.168148,0.137922,0.974232,0.922909,0.688935,1.180094,0.960693,0.653894,0.598990,0.632670,0.510731,0.702379,0.507937,2.214160,0.364503,0.999858
0.811311,0.389977,2.031643,0.416083,1.971473,0.999796,0.486424,0.468334,0.829789,0.356652,0.467442,1.871060,0.088030,0.283761,0.428834,0.967939,0.603505,0.030911,1.188168,0.722035,0.912747,0.103121,0.503167,0.399115,0.817657,0.168148,0.137922,0.974232,0.922909,0.688935,1.180094,0.960693,0.653894,0.598990,0.632670,0.510731,0.702379,0.507937,2.214160,0.364503,0.999858
0.811311,0.389977,2.031643,0.416083,1.971473,0.999796,0.486424,0.468334,0.829789,0.356652,0.467442,1.871060,0.088030,0.283761,0.428834,0.967939,0.603505,0.030911,1.188168,0.722035,0.912747,0.103121,0.503167,0.399115,0.817657,0.168148,0.137922,0.974232,0.922909,0.688935,1.180094,0.960693,0.653894,0.598990,0.632670,0.510731,0.702379,0.507937,2.214160,0.364503,0.999858
0.812366,0.388459,2.035787,0.415321,1.971905,0.994184,0.486599,0.469163,0.825233,0.356635,0.466459,1.861163,0.088240,0.283057,0.428130,0.965460,0.604839,0.030908,1.192954,0.719862,0.916038,0.103759,0.501274,0.400352,0.818466,0.167691,0.136791,0.968542,0.929500,0.688640,1.183416,0.961214,0.654575,0.601257,0.631931,0.509835,0.703324,0.507258,2.218732,0.363100,1.003886
0.812190,0.389606,2.035546,0.415204,1.971698,0.992567,0.485787,0.472972,0.825353,0.356209,0.465120,1.872251,0.088609,0.284178,0.431247,0.965018,0.609200,0.030891,1.190236,0.716609,0.911784,0.103676,0.499633,0.400015,0.822600,0.167790,0.137123,0.970469,0.932682,0.684169,1.187525,0.958046,0.653000,0.598799,0.632972,0.511350,0.703084,0.507922,2.222745,0.364027,1.008558
0.812190,0.389606,2.035546,0.415204,1.971698,0.992567,0.485787,0.472972,0.825353,0.356209,0.465120,1.872251,0.088609,0.284178,0.431247,0.965018,0.609200,0.030891,1.190236,0.716609,0.911784,0.103676,0.499633,0.400015,0.822600,0.167790,0.137123,0.970469,0.932682,0.684169,1.187525,0.958046,0.653000,0.598799,0.632972,0.511350,0.703084,0.507922,2.222745,0.364027,1.008558
0.805055,0.390211,2.020293,0.414202,1.969500,0.987869,0.483712,0.474540,0.819832,0.357781,0.463824,1.884907,0.088848,0.284141,0.430094,0.969663,0.606214,0.030882,1.191593,0.717360,0.908891,0.103260,0.494288,0.399099,0.825432,0.167990,0.136880,0.972001,0.928170,0.688284,1.178875,0.955221,0.648037,0.593534,0.632535,0.509097,0.701454,0.509504,2.224076,0.365172,1.010761
0.807901,0.388559,2.006340,0.414256,1.969504,0.991204,0.486555,0.473704,0.826493,0.355503,0.464609,1.881098,0.089245,0.286276,0.428051,0.975673,0.608473,0.030770,1.197863,0.718395,0.911657,0.103411,0.493409,0.397672,0.827654,0.166989,0.136722,0.972709,0.921690,0.686711,1.175297,0.950986,0.648157,0.594166,0.634983,0.510920,0.701028,0.508024,2.216241,0.365567,1.008257
0.805515,0.387750,2.000959,0.415829,1.965968,0.986464,0.486425,0.475026,0.825639,0.355771,0.464957,1.878631,0.088521,0.283625,0.428171,0.978634,0.610079,0.030651,1.205087,0.721491,0.912141,0.103232,0.489604,0.397669,0.827325,0.167278,0.136776,0.977225,0.915883,0.688624,1.167384,0.956721,0.647250,0.593968,0.633416,0.509679,0.700050,0.505274,2.210664,0.365310,1.002589
0.809280,0.387004,2.015572,0.416540,1.962400,0.978820,0.486720,0.474308,0.823800,0.353680,0.466023,1.872887,0.088249,0.284740,0.428392,0.978141,0.606213,0.030529,1.204034,0.717315,0.911783,0.102933,0.490864,0.398119,0.826618,0.167993,0.137201,0.977336,0.923341,0.685492,1.166290,0.955124,0.648619,0.592549,0.638986,0.513386,0.704249,0.504163,2.210770,0.363303,1.000812
0.809280,0.387004,2.015572,0.416540,1.962400,0.978820,0.486720,0.474308,0.823800,0.353680,0.466023,1.872887,0.088249,0.284740,0.428392,0.978141,0.606213,0.030529,1.204034,0.717315,0.911783,0.102933,0.490864,0.398119,0.826618,0.167993,0.137201,0.977336,0.923341,0.685492,1.166290,0.955124,0.648619,0.592549,0.638986,0.513386,0.704249,0.504163,2.210770,0.363303,1.000812
0.809280,0.387004,2.015572,0.416540,1.962400,0.978820,0.486720,0.474308,0.823800,0.353680,0.466023,1.872887,0.088249,0.284740,0.428392,0.978141,0.606213,0.030529,1.204034,0.717315,0.911783,0.102933,0.490864,0.398119,0.826618,0.167993,0.137201,0.977336,0.923341,0.685492,1.166290,0.955124,0.648619,0.592549,0.638986,0.513386,0.704249,0.504163,2.210770,0.363303,1.000812
0.805880,0.385897,2.015240,0.416974,1.971187,0.982298,0.487426,0.472247,0.823797,0.354680,0.464979,1.870619,0.088310,0.284414,0.427961,0.977280,0.603247,0.030438,1.203714,0.718322,0.919070,0.101733,0.493105,0.399416,0.821512,0.167979,0.137036,0.979805,0.922001,0.682208,1.166645,0.955633,0.647947,0.591955,0.637351,0.514715,0.702615,0.507238,2.197112,0.362629,1.005227
0.805880,0.385897,2.015240,0.416974,1.971187,0.982298,0.487426,0.472247,0.823797,0.354680,0.464979,1.870619,0.088310,0.284414,0.427961,0.977280,0.603247,0.030438,1.203714,0.718322,0.919070,0.101733,0.493105,0.399416,0.821512,0.167979,0.137036,0.979805,0.922001,0.682208,1.166645,0.955633,0.647947,0.591955,0.637351,0.514715,0.702615,0.507238,2.197112,0.362629,1.005227
0.805880,0.385897,2.015240,0.416974,1.971187,0.982298,0.487426,0.472247,0.823797,0.354680,0.464979,1.870619,0.088310,0.284414,0.427961,0.977280,0.603247,0.030438,1.203714,0.718322,0.919070,0.101733,0.493105,0.399416,0.821512,0.167979,0.137036,0.979805,0.922001,0.682208,1.166645,0.955633,0.647947,0.591955,0.637351,0.514715,0.702615,0.507238,2.197112,0.362629,1.005227
0.805880,0.385897,2.015240,0.416974,1.971187,0.982298,0.487426,0.472247,0.823797,0.354680,0.464979,1.870619,0.088310,0.284414,0.427961,0.977280,0.603247,0.030438,1.203714,0.718322,0.919070,0.101733,0.493105,0.399416,0.821512,0.167979,0.137036,0.979805,0.922001,0.682208,1.166645,0.955633,0.647947,0.591955,0.637351,0.514715,0.702615,0.507238,2.197112,0.362629,1.005227
0.805880,0.385897,2.015240,0.416974,1.971187,0.982298,0.487426,0.472247,0.823797,0.354680,0.464979,1.870619,0.088310,0.284414,0.427961,0.977280,0.603247,0.030438,1.203714,0.718322,0.919070,0.101733,0.493105,0.399416,0.821512,0.167979,0.137036,0.979805,0.922001,0.682208,1.166645,0.955633,0.647947,0.591955,0.637351,0.514715,0.702615,0.507238,2.197112,0.362629,1.005227
0.805880,0.385897,2.015240,0.416974,1.971187,0.982298,0.487426,0.472247,0.823797,0.354680,0.464979,1.870619,0.088310,0.284414,0.427961,0.977280,0.603247,0.030438,1.203714,0.718322,0.919070,0.101733,0.493105,0.399416,0.821512,0.167979,0.137036,0.979805,0.922001,0.682208,1.166645,0.955633,0.647947,0.591955,0.637351,0.514715,0.702615,0.507238,2.197112,0.362629,1.005227
0.807679,0.387776,2.022356,0.416258,1.974609,0.986240,0.484123,0.470197,0.823564,0.355059,0.467262,1.877976,0.088961,0.283353,0.428984,0.978411,0.603194,0.030680,1.201367,0.717023,0.920920,0.102168,0.489171,0.400391,0.819626,0.167125,0.137388,0.978447,0.921639,0.680023,1.164702,0.961505,0.650468,0.594989,0.640867,0.515812,0.704368,0.506443,2.187966,0.363455,1.008504
0.807679,0.387776,2.022356,0.416258,1.974609,0.986240,0.484123,0.470197,0.823564,0.355059,0.467262,1.877976,0.088961,0.283353,0.428984,0.978411,0.603194,0.030680,1.201367,0.717023,0.920920,0.102168,0.489171,0.400391,0.819626,0.167125,0.137388,0.978447,0.921639,0.680023,1.164702,0.961505,0.650468,0.594989,0.640867,0.515812,0.704368,0.506443,2.187966,0.363455,1.008504
0.804969,0.387169,2.018683,0.419828,1.975474,0.994150,0.485448,0.470897,0.826603,0.353909,0.466595,1.876984,0.088950,0.283145,0.428948,0.980137,0.606210,0.030534,1.198728,0.712642,0.921891,0.102405,0.488415,0.400277,0.824783,0.167065,0.137458,0.978908,0.918186,0.682883,1.168973,0.959260,0.651407,0.598159,0.640771,0.516110,0.708468,0.505897,2.191636,0.363286,1.010451
0.804969,0.387169,2.018683,0.419828,1.975474,0.994150,0.485448,0.470897,0.826603,0.353909,0.466595,1.876984,0.088950,0.283145,0.428948,0.980137,0.606210,0.030534,1.198728,0.712642,0.921891,0.102405,0.488415,0.400277,0.824783,0.167065,0.137458,0.978908,0.918186,0.682883,1.168973,0.959260,0.651407,0.598159,0.640771,0.516110,0.708468,0.505897,2.191636,0.363286,1.010451
0.804969,0.387169,2.018683,0.419828,1.975474,0.994150,0.485448,0.470897,0.826603,0.353909,0.466595,1.876984,0.088950,0.283145,0.428948,0.980137,0.606210,0.030534,1.198728,0.712642,0.921891,0.102405,0.488415,0.400277,0.824783,0.167065,0.137458,0.978908,0.918186,0.682883,1.168973,0.959260,0.651407,0.598159,0.640771,0.516110,0.708468,0.505897,2.191636,0.363286,1.010451
0.804969,0.387169,2.018683,0.419828,1.975474,0.994150,0.485448,0.470897,0.826603,0.353909,0.466595,1.876984,0.088950,0.283145,0.428948,0.980137,0.606210,0.030534,1.198728,0.712642,0.921891,0.102405,0.488415,0.400277,0.824783,0.167065,0.137458,0.978908,0.918186,0.682883,1.168973,0.959260,0.651407,0.598159,0.640771,0.516110,0.708468,0.505897,2.191636,0.363286,1.010451
0.804969,0.387169,2.018683,0.419828,1.975474,0.994150,0.485448,0.470897,0.826603,0.353909,0.466595,1.876984,0.088950,0.283145,0.428948,0.980137,0.606210,0.030534,1.198728,0.712642,0.921891,0.102405,0.488415,0.400277,0.824783,0.167065,0.137458,0.978908,0.918186,0.682883,1.168973,0.959260,0.651407,0.598159,0.640771,0.516110,0.708468,0.505897,2.191636,0.363286,1.010451
0.804969,0.387169,2.018683,0.419828,1.975474,0.994150,0.485448,0.470897,0.826603,0.353909,0.466595,1.876984,0.088950,0.283145,0.428948,0.980137,0.606210,0.030534,1.198728,0.712642,0.921891,0.102405,0.488415,0.400277,0.824783,0.167065,0.137458,0.978908,0.918186,0.682883,1.168973,0.959260,0.651407,0.598159,0.640771,0.516110,0.708468,0.505897,2.191636,0.363286,1.010451
0.804969,0.387169,2.018683,0.419828,1.975474,0.994150,0.485448,0.470897,0.826603,0.353909,0.466595,1.876984,0.088950,0.283145,0.428948,0.980137,0.606210,0.030534,1.198728,0.712642,0.921891,0.102405,0.488415,0.400277,0.824783,0.167065,0.137458,0.978908,0.918186,0.682883,1.168973,0.959260,0.651407,0.598159,0.640771,0.516110,0.708468,0.505897,2.191636,0.363286,1.010451
0.802876,0.387609,2.003816,0.420238,1.972711,0.990718,0.485739,0.469024,0.823886,0.354362,0.465908,1.887795,0.088221,0.283248,0.425908,0.977831,0.605210,0.030311,1.196386,0.705899,0.916514,0.101739,0.488789,0.400410,0.826856,0.167611,0.137913,0.976710,0.920305,0.683618,1.173674,0.959329,0.649919,0.598432,0.635717,0.515195,0.708983,0.505838,2.198334,0.365711,1.009068
0.803754,0.391242,1.994456,0.422206,1.977971,0.979161,0.485069,0.470382,0.825573,0.352843,0.461277,1.893466,0.088103,0.283014,0.424295,0.980630,0.602353,0.030615,1.191710,0.704997,0.909035,0.102096,0.488126,0.400158,0.822209,0.168340,0.138264,0.976579,0.922111,0.685543,1.167895,0.957998,0.649324,0.597816,0.636935,0.514921,0.706402,0.504927,2.200989,0.363485,1.005172
0.803754,0.391242,1.994456,0.422206,1.977971,0.979161,0.485069,0.470382,0.825573,0.352843,0.461277,1.893466,0.088103,0.283014,0.424295,0.980630,0.602353,0.030615,1.191710,0.704997,0.909035,0.102096,0.488126,0.400158,0.822209,0.168340,0.138264,0.976579,0.922111,0.685543,1.167895,0.957998,0.649324,0.597816,0.636935,0.514921,0.706402,0.504927,2.200989,0.363485,1.005172
0.803754,0.391242,1.994456,0.422206,1.977971,0.979161,0.485069,0.470382,0.825573,0.352843,0.461277,1.893466,0.088103,0.283014,0.424295,0.980630,0.602353,0.030615,1.191710,0.704997,0.909035,0.102096,0.488126,0.400158,0.822209,0.168340,0.138264,0.976579,0.922111,0.685543,1.167895,0.957998,0.649324,0.597816,0.636935,0.514921,0.706402,0.504927,2.200989,0.363485,1.005172
0.804606,0.390734,1.998423,0.422820,1.969838,0.975725,0.485449,0.470931,0.819959,0.353007,0.463232,1.885997,0.087640,0.281614,0.423081,0.983744,0.603354,0.030487,1.190878,0.707216,0.907574,0.102709,0.486088,0.398766,0.821901,0.167919,0.137790,0.979329,0.917063,0.685822,1.159245,0.958267,0.650963,0.599094,0.634683,0.515322,0.709242,0.503297,2.188503,0.363211,1.008367
0.802048,0.388588,1.983429,0.422450,1.969143,0.976505,0.484630,0.472196,0.820255,0.353142,0.462476,1.888203,0.087684,0.281081,0.423911,0.975840,0.606352,0.030661,1.191692,0.709199,0.911113,0.102634,0.485679,0.399884,0.816300,0.167999,0.137666,0.979481,0.914196,0.685023,1.152462,0.960134,0.654043,0.596555,0.637401,0.513990,0.709803,0.502297,2.189445,0.364701,1.004604
0.802048,0.388588,1.983429,0.422450,1.969143,0.976505,0.484630,0.472196,0.820255,0.353142,0.462476,1.888203,0.087684,0.281081,0.423911,0.975840,0.606352,0.030661,1.191692,0.709199,0.911113,0.102634,0.485679,0.399884,0.816300,0.167999,0.137666,0.979481,0.914196,0.685023,1.152462,0.960134,0.654043,0.596555,0.637401,0.513990,0.709803,0.502297,2.189445,0.364701,1.004604
0.802048,0.388588,1.983429,0.422450,1.969143,0.976505,0.484630,0.472196,0.820255,0.353142,0.462476,1.888203,0.087684,0.281081,0.423911,0.975840,0.606352,0.030661,1.191692,0.709199,0.911113,0.102634,0.485679,0.399884,0.816300,0.167999,0.137666,0.979481,0.914196,0.685023,1.152462,0.960134,0.654043,0.596555,0.637401,0.513990,0.709803,0.502297,2.189445,0.364701,1.004604
0.802048,0.388588,1.983429,0.422450,1.969143,0.976505,0.484630,0.472196,0.820255,0.353142,0.462476,1.888203,0.087684,0.281081,0.423911,0.975840,0.606352,0.030661,1.191692,0.709199,0.911113,0.102634,0.485679,0.399884,0.816300,0.167999,0.137666,0.979481,0.914196,0.685023,1.152462,0.960134,0.654043,0.596555,0.637401,0.513990,0.709803,0.502297,2.189445,0.364701,1.004604
0.802048,0.388588,1.983429,0.422450,1.969143,0.976505,0.484630,0.472196,0.820255,0.353142,0.462476,1.888203,0.087684,0.281081,0.423911,0.975840,0.606352,0.030661,1.191692,0.709199,0.911113,0.102634,0.485679,0.399884,0.816300,0.167999,0.137666,0.979481,0.914196,0.685023,1.152462,0.960134,0.654043,0.596555,0.637401,0.513990,0.709803,0.502297,2.189445,0.364701,1.004604
0.802048,0.388588,1.983429,0.422450,1.969143,0.976505,0.484630,0.472196,0.820255,0.353142,0.462476,1.888203,0.087684,0.281081,0.423911,0.975840,0.606352,0.030661,1.191692,0.709199,0.911113,0.102634,0.485679,0.399884,0.816300,0.167999,0.137666,0.979481,0.914196,0.685023,1.152462,0.960134,0.654043,0.596555,0.637401,0.513990,0.709803,0.502297,2.189445,0.364701,1.004604
0.802048,0.388588,1.983429,0.422450,1.969143,0.976505,0.484630,0.472196,0.820255,0.353142,0.462476,1.888203,0.087684,0.281081,0.423911,0.975840,0.606352,0.030661,1.191692,0.709199,0.911113,0.102634,0.485679,0.399884,0.816300,0.167999,0.137666,0.979481,0.914196,0.685023,1.152462,0.960134,0.654043,0.596555,0.637401,0.513990,0.709803,0.502297,2.189445,0.364701,1.004604
0.802048,0.388588,1.983429,0.422450,1.969143,0.976505,0.484630,0.472196,0.820255,0.353142,0.462476,1.888203,0.087684,0.281081,0.423911,0.975840,0.606352,0.030661,1.191692,0.709199,0.911113,0.102634,0.485679,0.399884,0.816300,0.167999,0.137666,0.979481,0.914196,0.685023,1.152462,0.960134,0.654043,0.596555,0.637401,0.513990,0.709803,0.502297,2.189445,0.364701,1.004604
0.802048,0.388588,1.983429,0.422450,1.969143,0.976505,0.484630,0.472196,0.820255,0.353142,0.462476,1.888203,0.087684,0.281081,0.423911,0.975840,0.606352,0.030661,1.191692,0.709199,0.911113,0.102634,0.485679,0.399884,0.816300,0.167999,0.137666,0.979481,0.914196,0.685023,1.152462,0.960134,0.654043,0.596555,0.637401,0.513990,0.709803,0.502297,2.189445,0.364701,1.004604
0.801203,0.388365,1.984219,0.425812,1.974463,0.982871,0.485869,0.467939,0.825492,0.355870,0.462599,1.891499,0.087798,0.280045,0.422993,0.981066,0.605396,0.030799,1.190908,0.712850,0.906015,0.103507,0.487094,0.399124,0.814791,0.168861,0.138229,0.978415,0.913339,0.686916,1.157856,0.959666,0.653197,0.596938,0.636189,0.512619,0.708043,0.504628,2.184679,0.364771,1.003889
0.801203,0.388365,1.984219,0.425812,1.974463,0.982871,0.485869,0.467939,0.825492,0.355870,0.462599,1.891499,0.087798,0.280045,0.422993,0.981066,0.605396,0.030799,1.190908,0.712850,0.906015,0.103507,0.487094,0.399124,0.814791,0.168861,0.138229,0.978415,0.913339,0.686916,1.157856,0.959666,0.653197,0.596938,0.636189,0.512619,0.708043,0.504628,2.184679,0.364771,1.003889
0.803547,0.386658,1.988209,0.427600,1.972219,0.985581,0.484224,0.468242,0.825037,0.355818,0.462631,1.903981,0.087617,0.278910,0.422592,0.980263,0.607677,0.031057,1.184864,0.710558,0.915087,0.104133,0.491112,0.400338,0.812555,0.168743,0.138871,0.978057,0.915720,0.690758,1.156399,0.958479,0.651929,0.593962,0.638329,0.511565,0.712020,0.502651,2.185095,0.365015,1.001735
0.803547,0.386658,1.988209,0.427600,1.972219,0.985581,0.484224,0.468242,0.825037,0.355818,0.462631,1.903981,0.087617,0.278910,0.422592,0.980263,0.607677,0.031057,1.184864,0.710558,0.915087,0.104133,0.491112,0.400338,0.812555,0.168743,0.138871,0.978057,0.915720,0.690758,1.156399,0.958479,0.651929,0.593962,0.638329,0.511565,0.712020,0.502651,2.185095,0.365015,1.001735
0.803547,0.386658,1.988209,0.427600,1.972219,0.985581,0.484224,0.468242,0.825037,0.355818,0.462631,1.903981,0.087617,0.278910,0.422592,0.980263,0.607677,0.031057,1.184864,0.710558,0.915087,0.104133,0.491112,0.400338,0.812555,0.168743,0.138871,0.978057,0.915720,0.690758,1.156399,0.958479,0.651929,0.593962,0.638329,0.511565,0.712020,0.502651,2.185095,0.365015,1.001735
0.806911,0.385543,1.990242,0.428428,1.975765,0.980374,0.485546,0.469014,0.819528,0.356895,0.461482,1.905593,0.087809,0.278553,0.423824,0.973227,0.607988,0.031205,1.189381,0.707871,0.916803,0.104473,0.490421,0.400377,0.812955,0.169285,0.139137,0.978015,0.912615,0.690742,1.159539,0.951526,0.653043,0.592799,0.637686,0.509958,0.711533,0.505590,2.194502,0.363922,0.998873
0.805885,0.387442,1.995900,0.430709,1.978161,0.982238,0.487552,0.470925,0.819407,0.356684,0.461409,1.918848,0.088485,0.276333,0.423323,0.981893,0.608197,0.031111,1.187385,0.710778,0.923204,0.105118,0.493849,0.400249,0.810774,0.170050,0.138819,0.978647,0.915032,0.694978,1.156371,0.950170,0.653571,0.594366,0.632366,0.509296,0.710550,0.505322,2.199040,0.365075,0.997734
0.805885,0.387442,1.995900,0.430709,1.978161,0.982238,0.487552,0.470925,0.819407,0.356684,0.461409,1.918848,0.088485,0.276333,0.423323,0.981893,0.608197,0.031111,1.187385,0.710778,0.923204,0.105118,0.493849,0.400249,0.810774,0.170050,0.138819,0.978647,0.915032,0.694978,1.156371,0.950170,0.653571,0.594366,0.632366,0.509296,0.710550,0.505322,2.199040,0.365075,0.997734
0.809810,0.386734,2.004674,0.432080,1.962265,0.984398,0.487319,0.471857,0.820754,0.358085,0.466213,1.918687,0.089060,0.277357,0.421711,0.984094,0.609225,0.031090,1.190724,0.708234,0.928161,0.104948,0.498344,0.403195,0.814282,0.169611,0.138733,0.979374,0.912309,0.694059,1.161348,0.947617,0.652938,0.596689,0.628685,0.511007,0.710125,0.503147,2.211395,0.367618,1.002073
0.809810,0.386734,2.004674,0.432080,1.962265,0.984398,0.487319,0.471857,0.820754,0.358085,0.466213,1.918687,0.089060,0.277357,0.421711,0.984094,0.609225,0.031090,1.190724,0.708234,0.928161,0.104948,0.498344,0.403195,0.814282,0.169611,0.138733,0.979374,0.912309,0.694059,1.161348,0.947617,0.652938,0.596689,0.628685,0.511007,0.710125,0.503147,2.211395,0.367618,1.002073
0.815293,0.386276,2.015230,0.428854,1.964837,0.982472,0.488407,0.474938,0.820093,0.356763,0.467924,1.922770,0.089473,0.275378,0.422337,0.991531,0.605073,0.031022,1.192599,0.706203,0.929782,0.105554,0.498486,0.402728,0.808964,0.170198,0.138405,0.975870,0.913030,0.691488,1.159790,0.942056,0.658428,0.594424,0.629223,0.510239,0.714307,0.505202,2.225790,0.367871,0.998381
0.815293,0.386276,2.015230,0.428854,1.964837,0.982472,0.488407,0.474938,0.820093,0.356763,0.467924,1.922770,0.089473,0.275378,0.422337,0.991531,0.605073,0.031022,1.192599,0.706203,0.929782,0.105554,0.498486,0.402728,0.808964,0.170198,0.138405,0.975870,0.913030,0.691488,1.159790,0.942056,0.658428,0.594424,0.629223,0.510239,0.714307,0.505202,2.225790,0.367871,0.998381
0.815725,0.384210,2.028405,0.429998,1.974304,0.987265,0.489465,0.476320,0.818623,0.356518,0.465519,1.920985,0.089346,0.275237,0.420939,0.991496,0.606621,0.031033,1.182463,0.707454,0.939955,0.105460,0.497143,0.404309,0.804578,0.170483,0.138538,0.975457,0.914176,0.692051,1.164330,0.935648,0.659632,0.593951,0.629557,0.508398,0.718202,0.507070,2.235498,0.367424,0.998424
0.811227,0.383915,2.032304,0.428412,1.973231,0.988997,0.488846,0.476582,0.818990,0.357725,0.467020,1.918619,0.089085,0.275795,0.422344,0.988947,0.609573,0.031198,1.179278,0.707079,0.942024,0.105960,0.497870,0.402533,0.798526,0.170073,0.139036,0.975119,0.911752,0.691881,1.161165,0.937598,0.662751,0.587913,0.627501,0.508005,0.726073,0.507400,2.228862,0.369325,1.001426
0.811227,0.383915,2.032304,0.428412,1.973231,0.988997,0.488846,0.476582,0.818990,0.357725,0.467020,1.918619,0.089085,0.275795,0.422344,0.988947,0.609573,0.031198,1.179278,0.707079,0.942024,0.105960,0.497870,0.402533,0.798526,0.170073,0.139036,0.975119,0.911752,0.691881,1.161165,0.937598,0.662751,0.587913,0.627501,0.508005,0.726073,0.507400,2.228862,0.369325,1.001426
0.811962,0.386942,2.044693,0.427811,1.961913,0.988141,0.490318,0.478493,0.820517,0.357015,0.469468,1.922797,0.088942,0.276045,0.425337,0.992233,0.614169,0.031314,1.184907,0.705969,0.937864,0.105937,0.497420,0.403552,0.797196,0.169535,0.138633,0.975648,0.916194,0.688689,1.168620,0.936872,0.657999,0.590519,0.629416,0.506432,0.727412,0.508410,2.238949,0.370838,1.007027
0.814126,0.388630,2.042462,0.427568,1.964058,0.989452,0.488174,0.481317,0.821253,0.359909,0.467987,1.918631,0.088463,0.275048,0.426664,0.989200,0.612361,0.031096,1.189729,0.704953,0.942099,0.105822,0.495455,0.402933,0.792397,0.169782,0.138171,0.973842,0.924221,0.689579,1.174474,0.935703,0.662118,0.590890,0.632320,0.506406,0.725417,0.507577,2.242269,0.374972,1.007183
0.816710,0.386624,2.041456,0.428675,1.976358,0.992047,0.489047,0.481068,0.826549,0.359883,0.465713,1.912647,0.088400,0.275652,0.424745,0.994885,0.614647,0.030975,1.198797,0.711026,0.941426,0.105492,0.494092,0.400708,0.790840,0.169103,0.138548,0.975105,0.927104,0.692188,1.163466,0.931775,0.660589,0.587352,0.630758,0.506819,0.722850,0.508832,2.254761,0.376797,1.007394
0.816710,0.386624,2.041456,0.428675,1.976358,0.992047,0.489047,0.481068,0.826549,0.359883,0.465713,1.912647,0.088400,0.275652,0.424745,0.994885,0.614647,0.030975,1.198797,0.711026,0.941426,0.105492,0.494092,0.400708,0.790840,0.169103,0.138548,0.975105,0.927104,0.692188,1.163466,0.931775,0.660589,0.587352,0.630758,0.506819,0.722850,0.508832,2.254761,0.376797,1.007394
